line	predicate	lable
com.google.javascript.jscomp.FunctionTypeBuilder#FunctionTypeBuilder#inferInheritance#?,JSDocInfo#239	baseType != null	0
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper#?#CallbackWrapper#?,Callback#94	!(callback instanceof ScopedCallback)	1
com.google.javascript.rhino.jstype.JSType#int#hashCode#?#318	(System.identityHashCode(this))<= 0	1
com.google.javascript.jscomp.CodeConsumer#void#addOp#?,String,boolean#238	!((first == '+' || first == '-') && prev == first)	0
com.google.javascript.jscomp.parsing.JsDocInfoParser#ExtractionInfo#extractMultilineTextualBlock#?,JsDocToken,WhitespaceOption#1128	!(option != WhitespaceOption.PRESERVE)	1
com.google.javascript.jscomp.FunctionTypeBuilder#void#maybeSetBaseType#?,FunctionType#494	baseType != null	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#182	first != null	0
com.google.javascript.rhino.ScriptOrFnNode#int#getEndLineno#?#77	(endLineno)== 0	1
com.google.javascript.jscomp.NodeTraversal#Node#getScopeRoot#?#595	!(scopeRoots.isEmpty())	0
com.google.javascript.jscomp.FunctionTypeBuilder#FunctionType#getOrCreateConstructor#?#517	!(existingType != null)	0
com.google.javascript.jscomp.BasicErrorManager#int#getWarningCount#?#79	(warningCount)<= 0	0
com.google.javascript.rhino.ScriptOrFnNode#int#getEncodedSourceStart#?#60	(encodedSourceStart)!= 0	1
com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem#Set<JSType>#getTypesToSkipForTypeNonUnion#?,JSType#699	objSkipType != null	0
com.google.javascript.rhino.jstype.ObjectType#boolean#isImplicitPrototype#?,ObjectType#387	current.equals(prototype)	0
com.google.javascript.rhino.Node#String#getQualifiedName#?#1675	type == Token.NAME	0
com.google.javascript.rhino.Node#?#Node#?,int,int,int#431	type < nodeType	1
com.google.javascript.jscomp.CombinedCompilerPass#?#CombinedCompilerPass#?,AbstractCompiler,Callback#60	!(i < callbacks.length)	0
com.google.javascript.rhino.Node#void#setLineno#?,int#1096	sourcePosition >= lineno	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getChar#?#372	!(c == '\n' || c == '\r')	0
com.google.javascript.jscomp.JSError#?#JSError#?,String,int,int,DiagnosticType,CheckLevel,String#170	this.lineNumber >= charno	0
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#void#defineSlot#?,Node,Node,JSType,boolean#681	scope.isDeclared(variableName,false)	1
com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties#T#processProperty#?,NodeTraversal,Property,T,T#450	!(alternatives != null)	0
com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem#void#recordInterfaces#?,JSType,JSType,DisambiguateProperties<JSType>.Property#787	objType instanceof FunctionType	1
com.google.javascript.rhino.JSDocInfo#int#getParameterCount#?#786	info == null || info.parameters == null	0
com.google.javascript.rhino.Node#int#getIntProp#?,int,int#770	(defaultValue)> 0	1
com.google.javascript.rhino.ScriptOrFnNode#int#getEndLineno#?#77	(endLineno)<= 0	0
com.google.javascript.jscomp.DataFlowAnalysis#void#analyze#?,int#286	isForward()	0
com.google.javascript.rhino.Node#?#Node#?,int,Node#358	type < nodeType	1
com.google.javascript.jscomp.parsing.JsDocInfoParser#ExtractionInfo#extractMultilineTextualBlock#?,JsDocToken,WhitespaceOption#1147	option != WhitespaceOption.PRESERVE	0
com.google.javascript.jscomp.TypeInference#JSType#getPropertyType#?,JSType,String,Node,FlowScope#986	!(regType != null)	0
com.google.javascript.jscomp.DisambiguateProperties$Property#boolean#addType#?,T,T,T#140	typeSystem.isInvalidatingType(top)	1
com.google.javascript.rhino.JSDocInfo#int#getImplementedInterfaceCount#?#1013	(0)== 0	0
com.google.javascript.jscomp.Tracer#long#stop#?,int#427	(0)>= 0	0
com.google.javascript.jscomp.parsing.IRFactory#Node#transformTree#?,AstRoot,String,Config,ErrorReporter#147	!(comment.getCommentType() == JSDOC)	1
com.google.javascript.rhino.Node#void#addChildrenToFront#?,Node#599	last == null	0
com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties#void#visit#?,NodeTraversal,Node,Node#356	n.getType() == Token.GETPROP	0
com.google.javascript.jscomp.ControlFlowAnalysis#Node#computeFollowNode#?,Node,Node#733	NodeUtil.getCatchBlock(parent) == node	0
com.google.javascript.rhino.JSDocInfoBuilder#boolean#recordBaseType#?,JSTypeExpression#467	!(jsType != null && !hasAnySingletonTypeTags() && !currentInfo.hasBaseType())	1
com.google.javascript.jscomp.Compiler#Tracer#newTracer#?,String#747	!(options_.tracer.isOn())	0
com.google.javascript.rhino.JSDocInfo#void#lazyInitInfo#?#452	!(info == null)	1
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#101	alternate instanceof UnionType	1
com.google.javascript.jscomp.graph.Graph#void#connectIfNotFound#?,N,E,N#133	!(e.getValue() == edge || e.getValue().equals(edge))	0
com.google.javascript.rhino.JSDocInfo#int#getParameterCount#?#789	(info.parameters.size())< 0	1
com.google.javascript.rhino.ScriptOrFnNode#int#getEncodedSourceEnd#?#62	(encodedSourceEnd)== 0	0
com.google.javascript.jscomp.TypeInference#void#redeclare#?,FlowScope,String,JSType#1179	varType == null	1
com.google.javascript.jscomp.TypeCheck#void#visit#?,NodeTraversal,Node,Node#451	!(parent.getType() != Token.FUNCTION)	0
com.google.javascript.jscomp.FunctionTypeBuilder#boolean#isOptionalParameter#?,Node,JSDocInfo#383	!(codingConvention.isOptionalParameter(param))	0
com.google.javascript.jscomp.parsing.IRFactory#Node#transformTree#?,AstRoot,String,Config,ErrorReporter#152	!(jsDocParser.getFileOverviewJSDocInfo() != fileOverviewInfo)	0
com.google.javascript.jscomp.ControlFlowAnalysis#Node#computeFollowNode#?,Node,Node#726	parent.getFirstChild() == node	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#951	!(externsRoot != null)	0
com.google.javascript.jscomp.parsing.JsDocInfoParser#Node#parseBasicTypeExpression#?,JsDocToken#1475	token == JsDocToken.LC	1
com.google.javascript.jscomp.MemoizedScopeCreator#Scope#createScope#?,Node,Scope#52	scope == null	0
com.google.javascript.jscomp.InferJSDocInfo#void#visit#?,NodeTraversal,Node,Node#118	!(varType == null && parent.getType() == Token.FUNCTION)	0
com.google.javascript.jscomp.CompilerOptions#void#addWarningsGuard#?,WarningsGuard#782	warningsGuard == null	0
com.google.javascript.jscomp.CodingConventionAnnotator#void#visit#?,NodeTraversal,Node,Node#89	arg != null	1
com.google.javascript.rhino.jstype.FunctionType#int#hashCode#?#641	(isInterface() ? getReferenceName().hashCode() : call.hashCode())== 0	1
com.google.javascript.jscomp.NodeTypeNormalizer#void#normalizeJsDocAnnotations#?,Node#94	!(child != null)	0
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#void#maybeLineBreak#?#441	preferredBreakPosition == len - 1	0
com.google.javascript.rhino.Node#?#Node#?,int#349	sourcePosition < nodeType	0
com.google.javascript.rhino.Node#void#putIntProp#?,int,int#798	item.intValue > propType	1
com.google.javascript.jscomp.FunctionTypeBuilder#boolean#addParameter#?,FunctionParamBuilder,JSType,boolean,boolean,boolean#432	!(isOptional)	0
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#FunctionType#getFunctionType#?,String,Node,JSDocInfo,Node#459	!(rValue != null && rValue.isQualifiedName())	0
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#char#getLastChar#?#388	((code.length() > 0) ? code.charAt(code.length() - 1) : '\0')< 0	1
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#char#getLastChar#?#388	((code.length() > 0) ? code.charAt(code.length() - 1) : '\0')>= 0	0
