line	predicate	lable
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v > u	1
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator > numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u >= k	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator != denominator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u != k	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator > denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#151	denominator <= numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#579	v > u	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator < numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#579	v < u	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u == k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v < k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v > t	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v <= k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t < k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#600	!(t > 0)	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u > t	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#579	v != u	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator != numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#600	t > 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#572	(1)>= 0	0
org.apache.commons.lang.math.Fraction#int#getDenominator#?#377	(denominator)<= 0	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator < numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v <= u	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v < u	1
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#578	u < v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t != v	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator < denominator	0
org.apache.commons.lang.math.Fraction#int#getDenominator#?#377	(denominator)== 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v >= u	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v < t	0
org.apache.commons.lang.math.Fraction#int#getNumerator#?#368	(numerator)<= 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t != u	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator == denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#151	denominator < numerator	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator > denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#151	denominator >= numerator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#142	denominator == 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#578	!(u > 0)	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u < k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v != k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#609	!(t != 0)	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator < denominator	0
org.apache.commons.lang.math.Fraction#Fraction#reduce#?#467	!(gcd == 1)	1
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t != k	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t >= k	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator <= denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#151	denominator == numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t > u	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u <= t	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#610	(-u * (1 << k))!= 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#572	(1)> 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v == t	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#150	numerator == denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#151	denominator > numerator	0
org.apache.commons.lang.math.Fraction#int#getDenominator#?#377	(denominator)< 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t <= u	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#150	numerator >= denominator	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator <= numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t == v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#579	v <= u	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u <= v	1
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#150	numerator > denominator	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#127	this.denominator >= denominator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u != t	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#150	numerator < denominator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u <= k	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#150	numerator != denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#146	!(numerator == Integer.MIN_VALUE || denominator == Integer.MIN_VALUE)	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator == denominator	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#146	numerator == Integer.MIN_VALUE || denominator == Integer.MIN_VALUE	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#585	k == 31	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u >= t	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t >= v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v == k	0
org.apache.commons.lang.math.Fraction#int#getNumerator#?#368	(numerator)>= 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u == v	1
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#578	u != v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u >= v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t < u	1
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t < v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#610	(-u * (1 << k))> 0	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator <= denominator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#610	(-u * (1 << k))>= 0	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#606	t >= u	0
org.apache.commons.lang.math.Fraction#?#Fraction#?,int,int#126	this.numerator == numerator	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#601	u > v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#610	(-u * (1 << k))< 0	0
org.apache.commons.lang.math.Fraction#int#getDenominator#?#377	(denominator)> 0	0
org.apache.commons.lang.math.Fraction#Fraction#getFraction#?,int,int#142	!(denominator == 0)	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#578	u <= v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#571	Math.abs(u) <= 1 || Math.abs(v) <= 1	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#578	u > v	0
org.apache.commons.lang.math.Fraction#int#greatestCommonDivisor#?,int,int#603	v <= t	0
