line	predicate	lable
com.google.javascript.jscomp.parsing.JsDocTokenStream#boolean#isAlpha#?,int#274	c <= 'Z'	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#392	sourcePosition > nodeType	0
com.google.javascript.jscomp.Tracer#ThreadTrace#getThreadTrace#?#969	!(t == null)	0
com.google.javascript.rhino.Node#String#getQualifiedName#?#1704	!(type == Token.THIS)	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1067	!(n.getJSDocInfo() != null && n.getJSDocInfo().isExterns())	0
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,ErrorWithLevel,ErrorWithLevel#165	charno1 < 0 && 0 <= charno2	0
com.google.javascript.rhino.Node#int#extractLineno#?,int#1131	(-1)>= 0	0
com.google.javascript.rhino.jstype.InstanceObjectType#boolean#defineProperty#?,String,JSType,boolean,boolean#90	proto != null && proto.hasOwnDeclaredProperty(name)	0
com.google.javascript.jscomp.BasicErrorManager#int#getErrorCount#?#75	(errorCount)>= 0	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1003	!(jsRoot != null)	0
com.google.javascript.rhino.JSDocInfoBuilder#void#populateDefaults#?,JSDocInfo#123	!(info.getVisibility() == null)	0
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#200	paramType != null	0
com.google.javascript.jscomp.Compiler#void#report#?,JSError#1560	!(level.isOn())	0
com.google.javascript.rhino.JSDocInfo#int#getParameterCount#?#785	(0)!= 0	0
com.google.javascript.jscomp.JSError#?#JSError#?,String,int,int,DiagnosticType,CheckLevel,String#142	this.lineNumber > lineno	0
com.google.javascript.rhino.jstype.FunctionType#boolean#defineProperty#?,String,JSType,boolean,boolean#429	"prototype".equals(name)	0
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#206	(hashCode)<= 0	0
com.google.javascript.rhino.Node#?#Node#?,int,int,int#440	type == nodeType	0
com.google.javascript.jscomp.NodeTraversal#void#traverseFunction#?,Node,Node#492	!(!isFunctionExpression)	0
com.google.javascript.rhino.Node#int#mergeLineCharNo#?,int,int#1117	(-1)< 0	0
com.google.javascript.rhino.jstype.FunctionType#void#setPrototypeBasedOn#?,ObjectType#274	!(prototype == null)	0
com.google.javascript.jscomp.PrepareAst#void#process#?,Node,Node#57	!(assertOnChange)	0
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#190	returnType != null	0
com.google.javascript.rhino.Node#int#extractLineno#?,int#1133	(lineCharNo >>> COLUMN_BITS)!= 0	0
com.google.javascript.rhino.Node#?#Node#?,int,int,int#440	type <= lineno	0
com.google.javascript.jscomp.NodeTraversal#void#popScope#?#556	scopeCallback != null	0
com.google.javascript.rhino.jstype.InstanceObjectType#int#hashCode#?#170	(getReferenceName().hashCode())< 0	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#107	!alternate.isUnknownType()	0
com.google.javascript.jscomp.parsing.IRFactory#Node#transform#?,AstNode#198	!(irNode.getType() == Token.FUNCTION && irNode.getFirstChild().getLineno() != -1)	0
com.google.javascript.rhino.Node#int#extractLineno#?,int#1133	(lineCharNo >>> COLUMN_BITS)> 0	0
com.google.javascript.jscomp.CombinedCompilerPass#?#CombinedCompilerPass#?,AbstractCompiler,Callback#60	i < callbacks.length	0
com.google.javascript.rhino.Node#void#putIntProp#?,int,int#807	item.intValue > prop	0
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper#void#enterScopeIfActive#?,NodeTraversal#120	isActive() && scopedCallback != null	0
com.google.javascript.jscomp.parsing.IRFactory#Node#transformTree#?,AstRoot,String,Config,ErrorReporter#137	node.getComments() != null	0
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#249	this.number == number	0
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,ErrorWithLevel,ErrorWithLevel#163	charno1 != charno2	0
com.google.javascript.jscomp.PrepareAst#void#process#?,Node,Node#64	root != null	0
com.google.javascript.rhino.Node#int#extractLineno#?,int#1133	(lineCharNo >>> COLUMN_BITS)< 0	0
com.google.javascript.rhino.jstype.InstanceObjectType#boolean#isEquivalentTo#?,JSType#156	thatObj != null && thatObj.isNominalType()	0
com.google.javascript.rhino.Node#Node#cloneTree#?#1834	!(n2 != null)	0
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,ErrorWithLevel,ErrorWithLevel#171	(p1.error.description.compareTo(p2.error.description))< 0	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#413	!(that instanceof UnionType)	0
com.google.javascript.jscomp.CheckGlobalThis#void#visit#?,NodeTraversal,Node,Node#142	n == assignLhsChild	0
com.google.javascript.rhino.Node#?#Node#?,int,int,int#442	sourcePosition != charno	0
com.google.javascript.rhino.Node#void#setType#?,int#527	this.type != type	0
com.google.javascript.rhino.Node#void#setLineno#?,int#1100	charno <= lineno	0
com.google.javascript.jscomp.Compiler#void#initBasedOnOptions#?#306	options.sourceMapOutputPath != null	0
com.google.javascript.rhino.jstype.PrototypeObjectType#String#getReferenceName#?#394	className != null	0
com.google.javascript.rhino.jstype.JSType#boolean#isSubtype#?,JSType,JSType#825	thatType.isAllType()	0
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,ErrorWithLevel,ErrorWithLevel#167	!(0 <= charno1 && charno2 < 0)	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#420	that instanceof RecordType	0
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#206	(hashCode)!= 0	0
com.google.javascript.jscomp.Tracer#long#stop#?,int#427	(0)< 0	0
com.google.javascript.jscomp.JSError#?#JSError#?,String,int,int,DiagnosticType,CheckLevel,String#143	this.charno >= charno	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#JsDocToken#getJsDocToken#?#165	!(!isJSDocString(c2))	0
com.google.javascript.rhino.jstype.JSTypeRegistry#FunctionType#createFunctionType#?,JSType,boolean,JSType#1096	lastVarArgs	0
com.google.javascript.jscomp.BasicErrorManager#int#getErrorCount#?#75	(errorCount)> 0	0
