line	predicate	lable
com.google.javascript.rhino.Node$PropListItem#?#PropListItem#?,int,int,Object,PropListItem#361	this.intValue != intValue	1
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,ErrorWithLevel,ErrorWithLevel#161	charno1 != charno2	1
com.google.javascript.rhino.Node#int#extractCharno#?,int#1176	(lineCharNo & COLUMN_MASK)<= 0	1
com.google.javascript.rhino.jstype.JSType#int#hashCode#?#346	(System.identityHashCode(this))== 0	1
com.google.javascript.jscomp.parsing.ParserRunner#Node#parse#?,String,String,Config,ErrorReporter,Logger#126	!(astRoot != null)	1
com.google.javascript.rhino.Node$NumberNode#double#getDouble#?#255	(this.number)!= 0	0
com.google.javascript.jscomp.NodeTraversal#?#NodeTraversal#?,AbstractCompiler,Callback,ScopeCreator#206	!(cb instanceof ScopedCallback)	0
com.google.javascript.rhino.Node#void#setCharno#?,int#1137	sourcePosition == charno	1
com.google.javascript.jscomp.Tracer#ThreadTrace#getThreadTrace#?#959	t == null	1
com.google.javascript.rhino.jstype.JSType#boolean#isEquivalentTo#?,JSType#323	jsType instanceof ProxyObjectType	1
com.google.javascript.rhino.Node#void#toString#?,StringBuilder,boolean,boolean,boolean#933	!(type == Token.FUNCTION)	0
com.google.javascript.rhino.Token#String#name#?,int#270	!(!printNames)	0
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#245	this.number >= number	0
com.google.javascript.jscomp.NodeUtil#int#precedence#?,int#1090	(1)> 0	0
com.google.javascript.rhino.jstype.FunctionType#void#setPrototypeBasedOn#?,ObjectType#272	!(prototype == null)	1
com.google.javascript.rhino.jstype.PrototypeObjectType#?#PrototypeObjectType#?,JSTypeRegistry,String,ObjectType,boolean#114	nativeType || implicitPrototype != null	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#125	!(it.hasNext())	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1075	jsRoot != null	1
com.google.javascript.rhino.Node#void#putProp#?,int,Object#825	!(value != null)	0
com.google.javascript.jscomp.CodeConsumer#void#addOp#?,String,boolean#213	!(Character.isLetter(first) && isWordChar(prev))	0
com.google.javascript.rhino.jstype.JSTypeRegistry#void#registerPropertyOnType#?,String,JSType#609	typeSet == null	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1144	n.getJSDocInfo() != null	1
com.google.javascript.rhino.Node#void#replaceChild#?,Node,Node#705	!(child == first)	0
com.google.javascript.rhino.jstype.FunctionType#boolean#isEquivalentTo#?,JSType#641	!(this.isConstructor())	1
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#397	type != nodeType	1
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1183	options.sourceMapOutputPath != null || options.nameReferenceReportPath != null	1
com.google.javascript.rhino.jstype.FunctionType#boolean#setPrototype#?,FunctionPrototypeType#298	!(isConstructor() || isInterface())	1
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#201	!(node instanceof ExpressionStatement)	1
com.google.javascript.rhino.Node$PropListItem#?#PropListItem#?,int,int,Object,PropListItem#361	this.intValue >= intValue	0
com.google.javascript.jscomp.NodeUtil#Double#getNumberValue#?,Node#252	(n.getDouble())> 0	0
