line	predicate	lable
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#377	(Math.floor(Math.exp(factorialLog(n)) + 0.5))<= 0	0
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#401	(logSum)> 0	1
org.apache.commons.math.util.MathUtils#long#factorial#?,int#350	(factorials[n])!= 0	1
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#398	!(i <= n)	1
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#394	n < 0	0
org.apache.commons.math.util.MathUtils#long#factorial#?,int#350	(factorials[n])<= 0	0
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#401	(logSum)!= 0	1
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#401	(logSum)< 0	0
org.apache.commons.math.util.MathUtils#long#factorial#?,int#350	(factorials[n])>= 0	1
org.apache.commons.math.util.MathUtils#long#factorial#?,int#346	result == Long.MAX_VALUE	0
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#374	!(n < 0)	1
org.apache.commons.math.util.MathUtils#long#factorial#?,int#350	(factorials[n])< 0	0
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#401	(logSum)== 0	1
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#398	i <= n	1
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#401	(logSum)>= 0	1
org.apache.commons.math.util.MathUtils#long#factorial#?,int#350	(factorials[n])> 0	1
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#401	(logSum)<= 0	1
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#374	n < 0	0
org.apache.commons.math.util.MathUtils#long#factorial#?,int#350	(factorials[n])== 0	0
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#377	(Math.floor(Math.exp(factorialLog(n)) + 0.5))== 0	0
org.apache.commons.math.util.MathUtils#double#factorialLog#?,int#394	!(n < 0)	1
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#377	(Math.floor(Math.exp(factorialLog(n)) + 0.5))>= 0	1
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#377	(Math.floor(Math.exp(factorialLog(n)) + 0.5))< 0	0
org.apache.commons.math.util.MathUtils#long#factorial#?,int#346	!(result == Long.MAX_VALUE)	1
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#377	(Math.floor(Math.exp(factorialLog(n)) + 0.5))> 0	1
org.apache.commons.math.util.MathUtils#double#factorialDouble#?,int#377	(Math.floor(Math.exp(factorialLog(n)) + 0.5))!= 0	1
