line	predicate	lable
org.jfree.data.time.Week#long#getLastMillisecond#?,Calendar#415	(c.getTime().getTime() - 1)< 0	1
org.jfree.data.time.Week#long#getFirstMillisecond#?,Calendar#390	(c.getTime().getTime())== 0	1
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#215	calendar.get(Calendar.MONTH) == Calendar.JANUARY && this.week >= 52	1
org.jfree.data.time.Week#long#getLastMillisecond#?,Calendar#415	(c.getTime().getTime() - 1)> 0	0
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#195	!(locale == null)	0
org.jfree.data.time.Week#long#getFirstMillisecond#?,Calendar#390	(c.getTime().getTime())< 0	1
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#189	!(time == null)	0
org.jfree.data.time.Week#int#getWeek#?#248	(this.week)<= 0	1
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#192	zone == null	1
org.jfree.data.time.Week#int#getWeek#?#248	(this.week)>= 0	0
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#192	!(zone == null)	0
org.jfree.data.time.Week#int#getWeek#?#248	(this.week)!= 0	0
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#195	locale == null	1
org.jfree.data.time.Week#long#getLastMillisecond#?,Calendar#415	(c.getTime().getTime() - 1)== 0	1
org.jfree.data.time.Week#long#getFirstMillisecond#?,Calendar#390	(c.getTime().getTime())> 0	0
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#189	time == null	1
org.jfree.data.time.Week#long#getFirstMillisecond#?,Calendar#390	(c.getTime().getTime())>= 0	0
org.jfree.data.time.Week#long#getFirstMillisecond#?,Calendar#390	(c.getTime().getTime())!= 0	0
org.jfree.data.time.Week#long#getLastMillisecond#?,Calendar#415	(c.getTime().getTime() - 1)!= 0	0
org.jfree.data.time.Week#long#getFirstMillisecond#?,Calendar#390	(c.getTime().getTime())<= 0	1
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#205	!(tempWeek == 1 && calendar.get(Calendar.MONTH) == Calendar.DECEMBER)	0
org.jfree.data.time.Week#int#getWeek#?#248	(this.week)< 0	1
org.jfree.data.time.Week#long#getLastMillisecond#?,Calendar#415	(c.getTime().getTime() - 1)>= 0	0
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#215	!(calendar.get(Calendar.MONTH) == Calendar.JANUARY && this.week >= 52)	0
org.jfree.data.time.Week#?#Week#?,Date,TimeZone,Locale#205	tempWeek == 1 && calendar.get(Calendar.MONTH) == Calendar.DECEMBER	1
org.jfree.data.time.Week#int#getWeek#?#248	(this.week)> 0	0
org.jfree.data.time.Week#int#getWeek#?#248	(this.week)== 0	1
org.jfree.data.time.Week#long#getLastMillisecond#?,Calendar#415	(c.getTime().getTime() - 1)<= 0	1
