line	predicate	lable
org.apache.commons.math.util.FastMath#void#buildSinCosTables#?#1854	SINE_TABLE_A[i] == x	0
org.apache.commons.math.util.MultidimensionalCounter#int[]#getCounts#?,int#243	indices[last] < count	1
org.apache.commons.math.util.MultidimensionalCounter#int[]#getCounts#?,int#239	count > idx	0
org.apache.commons.math.util.FastMath#void#split#?,double,double#1023	split[0] >= d	0
org.apache.commons.math.util.FastMath#void#resplit#?,double#1043	a[1] != z	0
org.apache.commons.math.util.FastMath#void#resplit#?,double#1046	a[0] == c	1
org.apache.commons.math.util.FastMath#double#slowSin#?,double,double#1785	facts[0] <= x	0
org.apache.commons.math.util.FastMath#int#min#?,int,int#3784	((a <= b) ? a : b)== 0	1
org.apache.commons.math.util.FastMath#void#quadMult#?,double,double,double#1150	result[1] == tmp	1
org.apache.commons.math.util.FastMath#void#splitReciprocal#?,double,double#1107	result[1] != b	0
org.apache.commons.math.util.FastMath#void#resplit#?,double#1040	c < 8e298 && c > -8e298	0
org.apache.commons.math.util.MultidimensionalCounter#?#MultidimensionalCounter#?,int#179	tS != i	0
org.apache.commons.math.util.FastMath#double#slowCos#?,double,double#1838	result[1] == x	0
org.apache.commons.math.util.FastMath#double#slowexp#?,double,double#992	ys[0] != x	0
org.apache.commons.math.util.MultidimensionalCounter#int[]#getCounts#?,int#229	count >= i	1
org.apache.commons.math.util.FastMath#void#splitReciprocal#?,double,double#1120	result[1] > err	1
org.apache.commons.math.util.MultidimensionalCounter$Iterator#int#getCount#?,int#147	(counter[dim])== 0	0
org.apache.commons.math.util.FastMath#double#slowexp#?,double,double#992	ys[1] > x	1
org.apache.commons.math.util.FastMath#double#slowCos#?,double,double#1833	ys[1] <= x	0
org.apache.commons.math.util.FastMath#void#buildSinCosTables#?#1859	COSINE_TABLE_B[i] != x	0
org.apache.commons.math.util.MultidimensionalCounter#int[]#getCounts#?,int#234	indices[i] == index	1
org.apache.commons.math.util.MultidimensionalCounter#int[]#getCounts#?,int#243	indices[last] != index	1
org.apache.commons.math.util.FastMath#double[]#slowLog#?,double#1753	y[0] == xi	1
org.apache.commons.math.util.MultidimensionalCounter#int[]#getCounts#?,int#233	count != idx	1
