line	predicate	lable
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#162	decPos > -1	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#181	!(!Character.isDigit(lastChar))	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#139	!(val == null)	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#182	expPos > -1 && expPos < val.length() - 1	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#193	dec == null && exp == null && (numeric.charAt(0) == '-' && isDigits(numeric.substring(1)) || isDigits(numeric))	1
org.apache.commons.lang.NumberUtils#boolean#isAllZeros#?,String#297	s == null	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#142	val.length() == 0	0
org.apache.commons.lang.NumberUtils#boolean#isAllZeros#?,String#300	i >= 0	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#145	val.startsWith("--")	0
org.apache.commons.lang.NumberUtils#boolean#isAllZeros#?,String#301	!(s.charAt(i) != '0')	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#139	val == null	0
org.apache.commons.lang.NumberUtils#boolean#isAllZeros#?,String#301	s.charAt(i) != '0'	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#152	!(val.startsWith("0x") || val.startsWith("-0x"))	1
org.apache.commons.lang.NumberUtils#boolean#isAllZeros#?,String#297	!(s == null)	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#181	!Character.isDigit(lastChar)	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#145	!(val.startsWith("--"))	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#182	!(expPos > -1 && expPos < val.length() - 1)	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#174	!(expPos > -1)	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#193	!(dec == null && exp == null && (numeric.charAt(0) == '-' && isDigits(numeric.substring(1)) || isDigits(numeric)))	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#174	expPos > -1	0
org.apache.commons.lang.NumberUtils#boolean#isAllZeros#?,String#300	!(i >= 0)	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#152	val.startsWith("0x") || val.startsWith("-0x")	0
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#162	!(decPos > -1)	1
org.apache.commons.lang.NumberUtils#Number#createNumber#?,String#142	!(val.length() == 0)	1
