line	predicate	lable
com.google.javascript.jscomp.MarkNoSideEffectCalls#boolean#definitionTypeContainsFunctionType#?,Definition#79	!(rhs == null)	0
com.google.javascript.rhino.Node#int#mergeLineCharNo#?,int,int#1162	!((charno & ~COLUMN_MASK) != 0)	0
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#void#annotateDispatchers#?,Node,Node#198	parent.getJSDocInfo() != null && parent.getJSDocInfo().isJavaDispatch()	0
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#boolean#shouldTraverse#?,NodeTraversal,Node,Node#142	!(n.getType() == Token.OBJECTLIT)	0
com.google.javascript.jscomp.Compiler#void#fillEmptyModules#?,List<JSModule>#395	!(module.getInputs().isEmpty())	0
com.google.javascript.rhino.jstype.JSType#boolean#isEquivalentTo#?,JSType#323	!(jsType instanceof ProxyObjectType)	0
com.google.javascript.jscomp.NodeUtil#int#getCount#?,Node,Predicate<Node>,Predicate<Node>#2680	!(c != null)	0
com.google.javascript.jscomp.FunctionInjector#int#inlineCostDelta#?,Node,Set<String>,InliningMode#818	!(!block.hasChildren())	0
com.google.javascript.jscomp.LineNumberCheck#void#visit#?,NodeTraversal,Node,Node#70	n.getLineno() == -1	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#455	!(that != null)	0
com.google.javascript.jscomp.Normalize$NormalizeStatements#void#doStatementNormalizations#?,NodeTraversal,Node,Node#448	NodeUtil.isStatementBlock(n)	0
com.google.javascript.jscomp.Compiler#void#stopTracer#?,Tracer,String#862	options.tracer.isOn()	0
com.google.javascript.rhino.Node$PropListItem#?#PropListItem#?,int,int,Object,PropListItem#359	this.intValue != intValue	0
com.google.javascript.rhino.Node#void#replaceChild#?,Node,Node#703	child == first	0
com.google.javascript.rhino.Node#boolean#isEquivalentTo#?,Node,boolean,boolean#1643	recurse	0
com.google.javascript.rhino.jstype.JSTypeRegistry#Node#createParameters#?,boolean,JSType#1162	lastVarArgs && i == max	0
com.google.javascript.rhino.Node#boolean#isEquivalentTo#?,Node,boolean,boolean#1603	compareJsType && !JSType.isEquivalent(jsType,node.getJSType())	0
com.google.javascript.rhino.Node#void#setLineno#?,int#1137	sourcePosition == charno	0
com.google.javascript.jscomp.FunctionInjector#CallSiteType#classifyCallSite#?,Node#335	!(NodeUtil.isExprCall(parent))	0
com.google.javascript.jscomp.FunctionInjector#boolean#isSupportedCallType#?,Node#198	!(callNode.getFirstChild().getType() != Token.NAME)	0
com.google.javascript.jscomp.SimpleDefinitionFinder#Collection<Definition>#getDefinitionsReferencedAt#?,Node#84	!(NodeUtil.isGetProp(useSite))	0
com.google.javascript.jscomp.CodeGenerator#int#getNonEmptyChildCount#?,Node,int#1093	!(c != null && i < maxCount)	0
com.google.javascript.jscomp.FunctionInjector#boolean#inliningLowersCost#?,JSModule,Node,Collection<? extends Reference>,Set<String>,boolean,boolean#708	!(ref.module != fnModule && !moduleGraph.dependsOn(ref.module,fnModule))	0
com.google.javascript.jscomp.SimpleDefinitionFinder$DefinitionGatheringCallback#void#visit#?,NodeTraversal,Node,Node#173	!((rValue != null) && !NodeUtil.isImmutableValue(rValue) && !NodeUtil.isFunction(rValue))	0
com.google.javascript.rhino.Node#void#setLineno#?,int#1135	charno == lineno	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#424	JSType.isSubtype(this,that)	0
com.google.javascript.jscomp.CodeConsumer#void#maybeEndStatement#?#154	!(statementNeedsEnded)	0
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#char#getLastChar#?#184	((code.length() > 0) ? code.charAt(code.length() - 1) : '\0')>= 0	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1165	!(n.getJSDocInfo() != null)	0
com.google.javascript.rhino.jstype.PrototypeObjectType#?#PrototypeObjectType#?,JSTypeRegistry,String,ObjectType,boolean#114	nativeType || implicitPrototype != null	0
com.google.javascript.rhino.Node#int#getChildCount#?#1362	(c)<= 0	0
com.google.javascript.jscomp.Scope#boolean#isDeclared#?,String,boolean#497	scope.vars.containsKey(name)	0
com.google.javascript.jscomp.Compiler#void#initInputsByNameMap#?#447	!(!inputsByName.containsKey(name))	0
com.google.javascript.jscomp.PrepareAst#void#process#?,Node,Node#57	!(checkOnly)	0
com.google.javascript.jscomp.LineNumberCheck#boolean#shouldTraverse#?,NodeTraversal,Node,Node#60	n.getType() == Token.SCRIPT	0
com.google.javascript.jscomp.NodeUtil#boolean#has#?,Node,Predicate<Node>,Predicate<Node>#2650	!(pred.apply(node))	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#424	!(JSType.isSubtype(this,that))	0
com.google.javascript.jscomp.NodeUtil#JSDocInfo#getInfoForNameNode#?,Node#2806	nameNode != null	0
com.google.javascript.jscomp.JsAst#Node#getAstRoot#?,AbstractCompiler#49	root == null	0
com.google.javascript.jscomp.InlineFunctions#boolean#isCandidateUsage#?,Node#421	parent.getType() == Token.VAR || parent.getType() == Token.FUNCTION	0
com.google.javascript.rhino.Node#void#toString#?,StringBuilder,boolean,boolean,boolean#967	!(printSource)	0
com.google.javascript.jscomp.NodeUtil#void#removeChild#?,Node,Node#1754	!(isTryCatchNodeContainer(node))	0
com.google.javascript.rhino.jstype.FunctionParamBuilder#boolean#addRequiredParams#?,JSType#63	hasOptionalOrVarArgs()	0
com.google.javascript.jscomp.Compiler#void#initInputsByNameMap#?#447	!inputsByName.containsKey(name)	0
com.google.javascript.jscomp.CodeConsumer#void#addNumber#?,double#241	!((long)x == x)	0
