line	predicate	lable
com.google.javascript.rhino.Node#int#extractCharno#?,int#1189	lineCharNo == -1	0
com.google.javascript.jscomp.AstValidator#void#validateMinimumChildCount#?,Node,int#791	!(!valid)	0
com.google.javascript.rhino.Node#int#extractCharno#?,int#1192	(lineCharNo & COLUMN_MASK)<= 0	0
com.google.javascript.rhino.jstype.FunctionType#boolean#setPrototype#?,FunctionPrototypeType#316	isConstructor() || isInterface()	0
com.google.javascript.rhino.Node#int#extractLineno#?,int#1178	(-1)>= 0	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#438	!(JSType.isSubtype(this,that))	0
com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo#boolean#markReference#?,JSModule#657	!referenced	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#468	getConstructor() != null && getConstructor().isInterface()	0
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#?#MappedCodePrinter#?,int,boolean,SourceMap.DetailLevel#62	this.lineLengthThreshold != lineLengthThreshold	0
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#processVariableInitializer#?,VariableInitializer#969	initializerNode.getInitializer() != null	0
com.google.javascript.rhino.Node#void#toStringTreeHelper#?,Node,int,Appendable#1070	i != level	0
com.google.javascript.rhino.Node#Node#cloneTree#?#1896	!(result.last != null)	0
com.google.javascript.jscomp.NodeUtil#void#removeChild#?,Node,Node#1764	isStatementBlock(parent) || isSwitchCase(node)	0
com.google.javascript.rhino.Node$PropListItem#?#PropListItem#?,int,int,Object,PropListItem#361	this.type >= intValue	0
com.google.javascript.jscomp.NodeTraversal#int#getScopeDepth#?#599	(scopes.size() + scopeRoots.size())<= 0	0
com.google.javascript.rhino.Node$PropListItem#?#PropListItem#?,int,int,Object,PropListItem#361	this.type != type	0
com.google.javascript.jscomp.NodeUtil#int#precedence#?,int#1166	(15)== 0	0
com.google.javascript.jscomp.RemoveUnusedPrototypeProperties#void#removeUnusedSymbols#?,Collection<NameInfo>#100	canRemove	0
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties#void#visit#?,NodeTraversal,Node,Node#281	!(isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t,n) || NodeUtil.isFunction(n))	0
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#void#maybeLineBreak#?#449	preferredBreakPosition == len	0
com.google.javascript.jscomp.JsAst#void#parse#?,AbstractCompiler,String,String#96	!(root == null || compiler.hasHaltingErrors())	0
com.google.javascript.rhino.jstype.JSType#boolean#isSubtype#?,JSType,JSType#894	!(thisType.isEquivalentTo(thatType))	0
