line	predicate	lable
com.google.javascript.rhino.Node#?#Node#?,int,Node#473	sourcePosition >= nodeType	1
com.google.javascript.rhino.Node#int#getIntProp#?,int#917	(item.getIntValue())<= 0	1
com.google.javascript.rhino.jstype.NamedType#void#handleUnresolvedType#?,ErrorReporter,boolean#355	!(!isForwardDeclared && registry.isLastGeneration())	1
com.google.javascript.rhino.jstype.ObjectType#JSDocInfo#getJSDocInfo#?#134	!(docInfo != null)	0
com.google.javascript.jscomp.Scope$Var#Node#getInitialValue#?#239	!(pType == Token.FUNCTION)	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#FunctionType#createFunctionTypeFromNodes#?,Node,String,JSDocInfo,Node#847	ownerName != null	0
com.google.javascript.jscomp.TypeValidator#String#getReadableJSTypeName#?,Node,boolean#712	!(dereferenced != null)	1
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#203	(hashCode)<= 0	0
com.google.javascript.rhino.jstype.FunctionParamBuilder#boolean#addRequiredParams#?,JSType#63	hasOptionalOrVarArgs()	1
com.google.javascript.rhino.jstype.ObjectType#boolean#isImplicitPrototype#?,ObjectType#468	!(current != null)	0
com.google.javascript.rhino.Node#?#Node#?,int,Node#473	sourcePosition > nodeType	1
com.google.javascript.rhino.Node#?#Node#?,int,Node,int,int#548	sourcePosition != nodeType	0
com.google.javascript.rhino.TokenStream#int#stringToKeyword#?,String#310	id == 0	0
com.google.javascript.jscomp.TypeValidator#boolean#expectCanAssignToPropertyOf#?,NodeTraversal,Node,JSType,JSType,Node,String#351	!leftType.isNoType() && !rightType.canAssignTo(leftType)	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#void#defineSlot#?,Node,Node,String,JSType,boolean#1075	!inferred	0
com.google.javascript.rhino.JSDocInfo#int#getExtendedInterfacesCount#?#1192	(0)< 0	1
com.google.javascript.rhino.jstype.JSTypeRegistry#boolean#declareType#?,String,JSType#791	namesToTypes.containsKey(name)	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#FunctionType#createFunctionTypeFromNodes#?,Node,String,JSDocInfo,Node#840	!(functionType == null)	1
com.google.javascript.jscomp.JSError#?#JSError#?,String,Node,int,int,DiagnosticType,CheckLevel,String#145	this.lineNumber < charno	0
com.google.javascript.jscomp.TypedScopeCreator#Scope#createScope#?,Node,Scope#222	!(parent == null)	0
com.google.javascript.jscomp.parsing.JsDocInfoParser#Node#parseTypeExpressionAnnotation#?,JsDocToken#1507	!(typeNode != null)	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#JSType#getDeclaredType#?,String,JSDocInfo,Node,Node#1185	!(info != null && info.hasType())	0
com.google.javascript.rhino.Node$AbstractPropListItem#?#AbstractPropListItem#?,int,PropListItem#373	this.propType > propType	1
com.google.javascript.rhino.InputId#boolean#equals#?,Object#68	getClass() != obj.getClass()	1
com.google.javascript.jscomp.AstValidator#void#validateVar#?,Node#392	!(c != null)	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#121	!(alternates.size() > maxUnionSize)	0
com.google.javascript.rhino.jstype.FunctionType#JSType#getPropertyType#?,String#498	"call".equals(name)	0
com.google.javascript.jscomp.TypedScopeCreator$DiscoverEnumsAndTypedefs#void#visit#?,NodeTraversal,Node,Node#342	firstChild.getType() == Token.ASSIGN	0
com.google.javascript.rhino.jstype.NamedType#?#NamedType#?,JSTypeRegistry,String,String,int,int#110	this.lineno != charno	0
com.google.javascript.jscomp.FunctionTypeBuilder#FunctionType#getOrCreateConstructor#?#687	!existingFn.hasEqualCallType(fnType)	1
com.google.javascript.rhino.jstype.FunctionType#boolean#isSubtype#?,JSType#867	!(JSType.isSubtype(this,that))	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1269	options.sourceMapOutputPath != null || options.nameReferenceReportPath != null	1
com.google.javascript.rhino.Node#int#getType#?#624	(type)> 0	0
com.google.javascript.jscomp.NodeUtil#String#getBestLValueName#?,Node#3175	!(owner != null)	1
com.google.javascript.rhino.jstype.JSTypeRegistry#boolean#canPropertyBeDefined#?,JSType,String#692	!(!alt.getGreatestSubtype(type).isEmptyType())	0
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#455	!(that instanceof RecordType)	0
com.google.javascript.rhino.InputId#boolean#equals#?,Object#68	!(getClass() != obj.getClass())	0
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#char#getLastChar#?#184	((code.length() > 0) ? code.charAt(code.length() - 1) : '\0')< 0	1
com.google.javascript.jscomp.AstValidator#void#validateMinimumChildCount#?,Node,int#792	!(i == 1)	1
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#171	node instanceof Block	0
com.google.javascript.rhino.Node#int#getChildCount#?#1547	(c)< 0	1
com.google.javascript.rhino.jstype.JSTypeRegistry#JSType#createFromTypeNodesInternal#?,Node,String,StaticScope<JSType>#1479	!((namedType instanceof ObjectType) && !(nonNullableTypeNames.contains(n.getString())))	1
com.google.javascript.jscomp.DiagnosticType#int#hashCode#?#121	(key.hashCode())< 0	0
com.google.javascript.rhino.Node#boolean#isEquivalentTo#?,Node,boolean,boolean#1826	type == Token.CALL	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#102	alternate.isNoType()	0
com.google.javascript.jscomp.FunctionTypeBuilder#boolean#addParameter#?,FunctionParamBuilder,JSType,boolean,boolean,boolean#585	!(!builder.addVarArgs(paramType) && !warnedAboutArgList)	0
com.google.javascript.rhino.jstype.JSType#boolean#isSubtype#?,JSType,JSType#967	thatType.isUnionType()	0
com.google.javascript.rhino.JSDocInfo#void#setFlag#?,boolean,int#324	bitset != mask	1
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#380	c != null	0
com.google.javascript.jscomp.NodeUtil#JSType#getObjectLitKeyTypeFromValueType#?,Node,JSType#2161	!(valueType != null)	0
com.google.javascript.rhino.jstype.FunctionType#StaticSlot<JSType>#getSlot#?,String#277	!("prototype".equals(name))	0
com.google.javascript.rhino.Node#boolean#isEquivalentTo#?,Node,boolean,boolean#1814	type == Token.INC || type == Token.DEC	1
com.google.javascript.rhino.Node#int#extractLineno#?,int#1347	lineCharNo == -1	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1160	!(jsRoot != null)	0
com.google.javascript.jscomp.CodeConsumer#void#add#?,String#184	!(newcode.length() == 0)	0
com.google.javascript.jscomp.NodeTraversal#Scope#getScope#?#573	!(scopeRoots.isEmpty())	0
com.google.javascript.rhino.Node#boolean#hasChild#?,Node#1552	n != null	0
com.google.javascript.jscomp.JSError#int#getCharno#?#200	(charno)> 0	0
com.google.javascript.jscomp.TypeInference#void#ensurePropertyDefined#?,Node,JSType#569	objectType.hasProperty(propName) || !objectType.isInstanceType()	0
com.google.javascript.jscomp.Scope#Var#getVar#?,String#525	!(var != null)	0
com.google.javascript.rhino.Node#void#removeProp#?,int#866	result != propListHead	0
com.google.javascript.jscomp.Scope#Var#getVar#?,String#527	parent != null	0
com.google.javascript.rhino.Node#int#getCharno#?#1287	(extractCharno(sourcePosition))!= 0	0
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#171	!(node instanceof Block)	1
com.google.javascript.rhino.Node$NumberNode#double#getDouble#?#270	(this.number)!= 0	0
com.google.javascript.jscomp.SuppressDocWarningsGuard#int#getPriority#?#94	(WarningsGuard.Priority.SUPPRESS_DOC.value)> 0	0
com.google.javascript.rhino.jstype.FunctionType#void#clearCachedValues#?#985	prototype != null	0
com.google.javascript.jscomp.TypeInferencePass$TypeInferringCallback#void#exitScope#?,NodeTraversal#134	scope.isLocal()	0
com.google.javascript.jscomp.CodePrinter$Builder#Builder#setLineLengthThreshold#?,int#539	this.lineLengthThreshold < threshold	1
com.google.javascript.jscomp.parsing.JsDocInfoParser#boolean#parse#?#188	!(jsdocBuilder.shouldParseDocumentation())	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#624	!(next != null)	0
com.google.javascript.rhino.jstype.NamedType#JSType#resolveInternal#?,ErrorReporter,StaticScope<JSType>#231	isResolved()	0
com.google.javascript.rhino.InputId#int#hashCode#?#61	(id.hashCode())!= 0	0
com.google.javascript.rhino.JSDocInfo#boolean#declareParam#?,JSTypeExpression,String#787	!info.parameters.containsKey(parameter)	0
com.google.javascript.jscomp.NodeUtil#boolean#has#?,Node,Predicate<Node>,Predicate<Node>#2751	!(pred.apply(node))	0
com.google.javascript.rhino.Node#int#getIntProp#?,int#914	!(item == null)	0
com.google.javascript.jscomp.ControlFlowAnalysis#void#handleStmtList#?,Node#515	node.getType() == Token.BLOCK && node.isSyntheticBlock()	0
com.google.javascript.jscomp.TypedScopeCreator$DiscoverEnumsAndTypedefs#void#identifyNameNode#?,Node,Node,JSDocInfo#360	info.hasTypedefType()	1
com.google.javascript.rhino.jstype.ObjectType#boolean#detectImplicitPrototypeCycle#?#179	!(p != null)	0
com.google.javascript.jscomp.RhinoErrorReporter#JSError#makeError#?,String,String,int,int,CheckLevel#130	!(entry.getKey().matcher(message).matches())	0
com.google.javascript.jscomp.InferJSDocInfo#void#attachJSDocInfoToNominalTypeOrShape#?,ObjectType,JSDocInfo,String#207	!(objType.hasReferenceName() && objType.getReferenceName().equals(qName))	0
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#processFunctionNode#?,FunctionNode#607	!(functionType != FunctionNode.FUNCTION_EXPRESSION)	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#135	alternate.isUnknownType() || current.isUnknownType() || alternate.isNoResolvedType()|| current.isNoResolvedType()	0
