line	predicate	lable
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2528	yb > epsB	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1659	d2pLow > cd	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2545	temp > xa	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#compose#?,double[],int,double[],double[],int#1719	product < r	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1361	coeff == x	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2535	temp != ya	0
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2537	ya == xb	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2525	yb < temp	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2535	temp > xb	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2533	ya == yb	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1343	function[1] == x2	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2540	yb > epsA	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1658	d2pHigh >= d2pLow	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1658	d2pHigh == tmpLow	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2547	za > epsB	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1362	function[n] <= coeff	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1660	d2p <= tmpHigh	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1362	function[n] > f	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1646	resultHigh == tmpLow	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2479	ya >= xa	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1658	d2pHigh > d2pHH	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#DSCompiler#getCompiler#?,int,int#189	cache != null && cache.length > parameters && cache[parameters].length > order	0
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2525	yb < epsB	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2480	yb == denom	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2530	yb > temp	1
org.apache.commons.math3.analysis.differentiation.DerivativeStructure#?#DerivativeStructure#?,int,int,int,double#117	order > 0	0
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2471	xb > yb	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1647	resultLow < rHL	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2509	epsA >= temp	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#rootN#?,double[],int,int,double[],int#963	xk != nReciprocal	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1660	d2p < cD2pH	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1350	v > f	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2529	yb != temp	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1662	e >= splitFactor	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2526	yb != ya	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1647	resultLow <= d2p	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2524	yb <= epsA	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2540	yb <= epsA2	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2566	negate ^ leftPlane	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2533	ya > epsA2	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2528	yb < epsB	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2471	xb < temp	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1646	resultHigh != d1High	0
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2537	ya == epsA2	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1350	v != x2	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1660	d2p == d1Low	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1658	d2pHigh == cD2pH	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2510	epsB != yb	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1658	d2pHigh == resultLow	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2509	epsA < xb	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2510	epsB > epsA	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1659	d2pLow != cTmpH	0
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2470	xa > yb	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2545	temp < epsA	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2527	yb == epsB	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2525	yb <= ya	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1343	function[1] < x2	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2479	ya == epsB	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2524	yb > xb	1
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2463	epsB >= xb	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1659	d2pLow > tmpLow	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,int#1660	d2p != cD2pH	0
org.apache.commons.math3.util.FastMath#double#atan#?,double,double,boolean#2525	yb > temp	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1351	k > 2	1
org.apache.commons.math3.analysis.differentiation.DSCompiler#void#atan#?,double[],int,double[],int#1361	coeff > x2	1
