line	predicate	lable
org.apache.commons.math.analysis.solvers.BaseSecantSolver#double#doSolve#?#175	x0 != x	1
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils#boolean#isBracketing#?,UnivariateRealFunction,double,double#305	!(function == null)	0
org.apache.commons.math.util.FastMath#double#slowexp#?,double,double#1017	ys[1] < x	0
org.apache.commons.math.util.FastMath#void#resplit#?,double#1072	a[1] <= c	0
org.apache.commons.math.util.FastMath#void#buildSinCosTables#?#1882	SINE_TABLE_B[i] < x	0
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver#?#BaseAbstractUnivariateRealSolver#?,double,double,double#95	this.functionValueAccuracy != relativeAccuracy	0
org.apache.commons.math.util.FastMath#void#splitReciprocal#?,double,double#1129	result[1] < a	0
org.apache.commons.math.util.FastMath#double[]#slowLog#?,double#1767	y[0] < xi	0
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver#double#solve#?,int,FUNC,double,double,double#190	(doSolve())>= 0	0
org.apache.commons.math.util.FastMath#double[]#slowLog#?,double#1780	y[0] > xi	1
org.apache.commons.math.util.FastMath#double#expint#?,int,double#1245	(ys[0] + ys[1])!= 0	0
org.apache.commons.math.util.FastMath#double#slowSin#?,double,double#1812	facts[0] != x	0
org.apache.commons.math.util.FastMath#double[]#slowLog#?,double#1781	y[1] < xi	0
org.apache.commons.math.util.FastMath#double#slowSin#?,double,double#1813	facts[1] == x	1
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver#?#BaseAbstractUnivariateRealSolver#?,double,double,double#93	this.absoluteAccuracy >= absoluteAccuracy	0
org.apache.commons.math.util.FastMath#void#splitReciprocal#?,double,double#1128	result[0] > b	0
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils#boolean#isBracketing#?,UnivariateRealFunction,double,double#305	function == null	1
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver#?#BaseAbstractUnivariateRealSolver#?,double,double,double#95	this.functionValueAccuracy > functionValueAccuracy	1
org.apache.commons.math.util.FastMath#double[]#slowLog#?,double#1773	y[1] > xi	1
org.apache.commons.math.util.FastMath#double#slowCos#?,double,double#1855	facts[0] >= x	1
org.apache.commons.math.util.FastMath#void#quadMult#?,double,double,double#1175	result[1] != tmp	0
org.apache.commons.math.util.FastMath#double#slowSin#?,double,double#1825	(ys[0] + ys[1])!= 0	0
org.apache.commons.math.analysis.solvers.BaseSecantSolver#double#doSolve#?#196	x1 <= x	1
org.apache.commons.math.analysis.solvers.BaseSecantSolver#double#doSolve#?#176	f0 > x	1
org.apache.commons.math.util.FastMath#double[]#slowLog#?,double#1757	x[0] >= xi	1
org.apache.commons.math.util.FastMath#void#splitReciprocal#?,double,double#1128	result[0] != b	0
