line	predicate	lable
com.google.javascript.rhino.jstype.InstanceObjectType#boolean#equals#?,Object#171	!(this == that)	0
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#268	node instanceof VariableInitializer	0
com.google.javascript.rhino.Node#void#toString#?,StringBuilder,boolean,boolean,boolean#926	!(printAnnotations)	1
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#?#CompactCodePrinter#?,boolean,int,boolean#378	this.lineLengthThreshold != lineLengthThreshold	1
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#260	!(funcNeedsParens)	0
com.google.javascript.rhino.jstype.FunctionType#List<ObjectType>#getImplementedInterfaces#?#387	!(implementedInterfaces == null)	1
com.google.javascript.jscomp.CodeGenerator#void#addNonEmptyExpression#?,Node,Context,boolean#594	!(!allowNonBlockChild && n.getType() != Token.BLOCK)	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#426	!(ambiguousElseClause)	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#318	isGlobalScope(scope)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#JsDocToken#getJsDocToken#?#174	c1 == '.' && c2 == '<'	1
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getCharIgnoreLineEnd#?#432	!(charno == -1)	0
com.google.javascript.rhino.Node#int[]#getSortedPropTypes#?#797	x != null	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getChar#?#361	lineEndChar >= 0	1
com.google.javascript.jscomp.Compiler#JSTypeRegistry#getTypeRegistry#?#925	typeRegistry == null	0
com.google.javascript.jscomp.NodeTypeNormalizer#void#normalizeNodeTypes#?,Node#105	!(child != null)	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#305	!(name == null)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getChar#?#386	charno == -1	0
com.google.javascript.jscomp.CollapseProperties#void#updateObjLitOrFunctionDeclarationAtAssignNode#?,Name,String#609	!(isObjLit)	0
com.google.javascript.jscomp.CollapseProperties#void#updateObjLitOrFunctionDeclarationAtAssignNode#?,Name,String#588	!(rvalue.getType() == Token.FUNCTION)	1
com.google.javascript.jscomp.parsing.JsDocTokenStream#boolean#matchChar#?,int#263	!(c == test)	1
com.google.javascript.rhino.JSDocInfoBuilder#JSDocInfo#build#?,String#108	!(populated)	1
com.google.javascript.rhino.Node#Object#getProp#?,int#752	!(item == null)	0
com.google.javascript.jscomp.CompilerOptions#void#addWarningsGuard#?,WarningsGuard#730	warningsGuard == null	0
com.google.javascript.jscomp.SyntacticScopeCreator#void#declareVar#?,String,Node,Node,Node,JSType,Node#231	scope.isDeclared(name,false)	1
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#198	param != null	0
com.google.javascript.jscomp.CheckSideEffects#void#visit#?,NodeTraversal,Node,Node#54	n.getType() == Token.EMPTY || n.getType() == Token.COMMA	1
com.google.javascript.rhino.jstype.FunctionType#FunctionType#getSuperClassConstructor#?#544	maybeSuperInstanceType == null	1
com.google.javascript.rhino.Node#void#removeProp#?,int#739	x == null	0
com.google.javascript.rhino.JSDocInfo#void#setFlag#?,boolean,int#297	bitset == mask	0
com.google.javascript.rhino.Node#String#getQualifiedName#?#1628	type == Token.GETPROP	0
com.google.javascript.jscomp.CollapseProperties#int#addStubsForUndeclaredProperties#?,Name,String,Node,Node#839	(numStubs)!= 0	1
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,Pair<JSError,CheckLevel>,Pair<JSError,CheckLevel>#169	!(0 <= charno1 && charno2 < 0)	0
com.google.javascript.rhino.ObjToIntMap#?#ObjToIntMap#?,int#133	(1 << i) < minimalCapacity	0
com.google.javascript.rhino.jstype.FunctionType#boolean#defineProperty#?,String,JSType,boolean,boolean#463	"prototype".equals(name)	0
com.google.javascript.rhino.Node#void#putProp#?,int,Object#776	prop == null	0
com.google.javascript.jscomp.GlobalNamespace$Name#boolean#canCollapseUnannotatedChildNames#?#908	isClassOrEnum	0
com.google.javascript.rhino.jstype.FunctionParamBuilder#boolean#addVarArgs#?,JSType#95	!(hasVarArgs())	0
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#transformAsString#?,AstNode#316	ret.getType() == Token.NAME	0
com.google.javascript.jscomp.parsing.ParserRunner#Node#parse#?,String,String,boolean,JSTypeRegistry,ErrorReporter,Logger#96	!(isIdeMode)	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#294	parent.getFirstChild() == n	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#88	alternate.isNoType()	1
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter#void#maybeCutLine#?#455	!(lineLength > lineLengthThreshold)	0
com.google.javascript.jscomp.CollapseProperties#void#flattenReferencesTo#?,Name,String#321	!(n.refs != null)	1
com.google.javascript.jscomp.CombinedCompilerPass#?#CombinedCompilerPass#?,AbstractCompiler,Callback#60	!(i < callbacks.length)	0
com.google.javascript.jscomp.Compiler#Tracer#newTracer#?,String#788	!(options_.tracer.isOn())	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#254	!(parent != null && parent.getType() == Token.OBJECTLIT)	0
com.google.javascript.jscomp.CollapseProperties#void#flattenNameRef#?,String,Node,Node,String#425	!(n.getLastChild().getBooleanProp(Node.IS_CONSTANT_NAME))	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getChar#?#371	!(c <= 127)	1
com.google.javascript.rhino.jstype.JSType#boolean#isSubtype#?,JSType,JSType#798	!(thatType.isUnknownType())	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getCharIgnoreLineEnd#?#406	!(sourceCursor == sourceEnd)	0
com.google.javascript.rhino.Node#void#addChildToBack#?,Node#576	!(last == null)	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#112	alternate.isSubtype(current)	1
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1010	hasErrors()	1
com.google.javascript.jscomp.CodeConsumer#void#endFunction#?,boolean#197	!(statementContext)	0
com.google.javascript.jscomp.CodeConsumer#void#endStatement#?,boolean#171	!(statementStarted)	1
com.google.javascript.jscomp.JSError#int#getCharno#?#225	(charno)>= 0	0
com.google.javascript.rhino.Node#int#mergeLineCharNo#?,int,int#1105	!((charno & ~COLUMN_MASK) != 0)	0
com.google.javascript.rhino.ScriptOrFnNode#int#getEncodedSourceEnd#?#62	(encodedSourceEnd)== 0	0
com.google.javascript.jscomp.GoogleCodingConvention#boolean#isConstant#?,String#61	!(name.length() <= 1)	0
com.google.javascript.jscomp.CheckSideEffects#void#visit#?,NodeTraversal,Node,Node#92	NodeUtil.isExpressionNode(n)	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#254	parent != null && parent.getType() == Token.OBJECTLIT	1
com.google.javascript.rhino.ScriptOrFnNode#int#getEndLineno#?#77	(endLineno)< 0	0
com.google.javascript.jscomp.parsing.IRFactory#JSDocInfo#parseJSDocInfo#?,String,int,int,Node.FileLevelJsDocBuilder,JSDocInfo#272	!(fileLevelJsDocBuilder != null)	0
com.google.javascript.rhino.Node#Node#cloneTree#?#1770	!(result.last != null)	0
com.google.javascript.jscomp.CollapseProperties#int#addStubsForUndeclaredProperties#?,Name,String,Node,Node#839	(numStubs)== 0	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#handleGet#?,NodeTraversal,Node,Node,String#537	maybeHandlePrototypePrefix(t,n,parent,name)	1
com.google.javascript.rhino.JSDocInfo#void#setFlag#?,boolean,int#297	bitset != mask	1
com.google.javascript.jscomp.NodeUtil#JSDocInfo#getInfoForNameNode#?,Node#1877	info == null && parent != null && ((parent.getType() == Token.VAR && parent.hasOneChild()) || parent.getType() == Token.FUNCTION)	0
com.google.javascript.jscomp.CodeConsumer#void#beginBlock#?#129	!(statementNeedsEnded)	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#294	!(parent.getFirstChild() == n)	1
com.google.javascript.rhino.ObjToIntMap#?#ObjToIntMap#?,int#134	power > keyCountHint	1
com.google.javascript.jscomp.NodeUtil#JSDocInfo#getInfoForNameNode#?,Node#1872	nameNode != null	0
com.google.javascript.jscomp.Compiler#void#report#?,JSError#1814	level.isOn()	0
com.google.javascript.jscomp.CompilerOptions#void#addWarningsGuard#?,WarningsGuard#730	!(warningsGuard == null)	1
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,Pair<JSError,CheckLevel>,Pair<JSError,CheckLevel>#142	!(source1 != null && source2 != null)	1
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#305	name == null	1
com.google.javascript.jscomp.parsing.IRFactory#int#parseAllJsDocInfo#?,Node,Comment[],int#191	ci >= comments.length	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#boolean#maybeHandlePrototypePrefix#?,NodeTraversal,Node,Node,String#682	i == -1	0
com.google.javascript.rhino.Node#void#removeProp#?,int#741	prev == null	1
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator#int#compare#?,Pair<JSError,CheckLevel>,Pair<JSError,CheckLevel>#135	!(p1.second != p2.second)	0
com.google.javascript.rhino.Node#void#toString#?,StringBuilder,boolean,boolean,boolean#928	!(i < keys.length)	0
com.google.javascript.rhino.ObjToIntMap#?#ObjToIntMap#?,int#134	power < i	1
com.google.javascript.rhino.jstype.PrototypeObjectType#boolean#isSubtype#?,JSType#361	JSType.isSubtype(this,that)	1
com.google.javascript.jscomp.CodingConventionAnnotator#void#visit#?,NodeTraversal,Node,Node#66	parent.getType() == Token.ASSIGN	1
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1026	options_.sourceMapOutputPath != null || options_.nameReferenceReportPath != null	1
com.google.javascript.jscomp.CodingConventionAnnotator#void#visit#?,NodeTraversal,Node,Node#57	convention.isConstant(n.getString())	1
com.google.javascript.rhino.jstype.UnionTypeBuilder#JSType#build#?#149	!(size > MAX_UNION_SIZE)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#void#addToString#?,int#245	N == stringBuffer.length	1
com.google.javascript.rhino.jstype.FunctionType#int#hashCode#?#628	(isInterface() ? getName().hashCode() : call.hashCode())< 0	1
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#processFunctionNode#?,FunctionNode#518	!(fnName != null)	1
com.google.javascript.jscomp.Compiler#void#report#?,JSError#1807	!(guard != null)	1
com.google.javascript.jscomp.CodeConsumer#void#add#?,String#217	(isWordChar(c) || c == '\\') && isWordChar(getLastChar())	1
com.google.javascript.rhino.Node#Node#cloneTree#?#1767	n2 != null	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#111	!current.isUnknownType()	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#visit#?,NodeTraversal,Node,Node#291	!(parent != null)	1
com.google.javascript.jscomp.SyntacticScopeCreator#void#scanVars#?,Node,Node#160	!(child != null)	0
com.google.javascript.rhino.jstype.InstanceObjectType#boolean#isSubtype#?,JSType#151	super.isSubtype(that)	1
com.google.javascript.rhino.ScriptOrFnNode#int#getEncodedSourceEnd#?#62	(encodedSourceEnd)> 0	1
