line	predicate	lable
org.apache.commons.math3.optimization.linear.SimplexTableau#void#dropPhase1Objective#?#355	!columnsToDrop.contains(j)	1
org.apache.commons.math3.optimization.linear.LinearConstraint#double#getValue#?#184	(value)< 0	0
org.apache.commons.math3.linear.Array2DRowRealMatrix#void#setSubMatrix#?,double[][],int,int#262	!(data == null)	1
org.apache.commons.math3.util.Precision#int#compareTo#?,double,double,double#94	(1)< 0	1
org.apache.commons.math3.linear.AbstractRealMatrix#void#setRowVector#?,int,RealVector#485	!(vector.getDimension() != nCols)	0
org.apache.commons.math3.optimization.linear.SimplexTableau#int#getNumSlackVariables#?#547	(numSlackVariables)== 0	1
org.apache.commons.math3.optimization.linear.SimplexTableau#int#getOriginalNumDecisionVariables#?#539	(f.getCoefficients().getDimension())< 0	1
org.apache.commons.math3.optimization.linear.SimplexTableau#double#getEntry#?,int,int#482	(tableau.getEntry(row,column))<= 0	0
org.apache.commons.math3.util.FastMath#double#abs#?,double#3020	((x < 0.0) ? -x : (x == 0.0) ? 0.0 : x)<= 0	1
org.apache.commons.math3.optimization.linear.SimplexTableau#void#initializeColumnLabels#?#154	!(getNumObjectiveFunctions() == 2)	1
org.apache.commons.math3.optimization.linear.SimplexTableau#PointValuePair#getSolution#?#406	coefficients[i] > mostNegative	1
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction#double#getValue#?,double[]#92	(coefficients.dotProduct(new ArrayRealVector(point,false)) + constantTerm)>= 0	1
org.apache.commons.math3.util.Precision#int#compareTo#?,double,double,int#115	equals(x,y,maxUlps)	0
org.apache.commons.math3.linear.ArrayRealVector#RealVector#mapMultiplyToSelf#?,double#374	!(i < data.length)	0
org.apache.commons.math3.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#140	this.numDecisionVariables != maxUlps	0
org.apache.commons.math3.optimization.linear.LinearConstraint#double#getValue#?#184	(value)!= 0	0
org.apache.commons.math3.optimization.linear.SimplexTableau#RealMatrix#createTableau#?,boolean#206	!(i < constraints.size())	0
org.apache.commons.math3.optimization.linear.SimplexSolver#void#doIteration#?,SimplexTableau#141	pivotRow == null	1
org.apache.commons.math3.linear.ArrayRealVector#double#dotProduct#?,RealVector#448	!(v instanceof ArrayRealVector)	1
org.apache.commons.math3.linear.ArrayRealVector#double#dotProduct#?,RealVector#455	(dot)> 0	1
org.apache.commons.math3.util.Precision#int#compareTo#?,double,double,double#92	(-1)<= 0	0
org.apache.commons.math3.linear.ArrayRealVector#double#getEntry#?,int#623	(data[index])> 0	0
org.apache.commons.math3.optimization.linear.SimplexTableau#void#initializeColumnLabels#?#164	i < getNumSlackVariables()	0
org.apache.commons.math3.optimization.linear.SimplexTableau#void#initializeColumnLabels#?#161	!restrictToNonNegative	0
org.apache.commons.math3.util.Precision#int#compareTo#?,double,double,double#90	(0)== 0	0
org.apache.commons.math3.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#144	this.numArtificialVariables > maxUlps	1
org.apache.commons.math3.optimization.linear.LinearConstraint#double#getValue#?#184	(value)<= 0	0
