line	predicate	lable
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3682	increase < timeToLive	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3675	i < searchList.length	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3658	replaceIndex < i	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3650	tempIndex != i	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3658	replaceIndex < searchLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3693	start <= tempIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3653	tempIndex == -1	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3713	textIndex != i	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex == start	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3713	textIndex <= searchLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex == replaceIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex >= replacementLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3650	tempIndex > textIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3656	!(textIndex == -1 || tempIndex < textIndex)	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3657	textIndex <= i	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex >= replaceIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex >= searchLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3657	textIndex > replacementLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3696	replaceIndex == searchLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex > searchLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex < increase	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3714	replaceIndex > searchLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3706	tempIndex != timeToLive	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3657	textIndex == replaceIndex	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3653	!(tempIndex == -1)	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3695	textIndex <= increase	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3693	start != replacementLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3658	replaceIndex <= tempIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex >= start	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3612	text == null || text.length() == 0 || searchList == null || searchList.length == 0 || replacementList == null || replacementList.length == 0	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3645	noMoreMatchesForReplIndex[i] || searchList[i] == null || searchList[i].length() == 0 || replacementList[i] == null	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3706	tempIndex != replacementLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3696	replaceIndex <= textIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3696	replaceIndex < searchLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3696	replaceIndex > searchLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3677	greater > 0	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3693	start >= replacementLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3706	tempIndex > increase	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3682	increase < textIndex	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3650	tempIndex >= i	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3714	replaceIndex == timeToLive	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3695	textIndex == increase	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3697	tempIndex <= replacementLength	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3693	start > textIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3695	textIndex == tempIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3650	tempIndex < i	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3713	textIndex >= timeToLive	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3657	textIndex > searchLength	0
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3696	replaceIndex != tempIndex	1
org.apache.commons.lang3.StringUtils#String#replaceEach#?,String,String[],String[],boolean,int#3713	textIndex > tempIndex	0
