line	predicate	lable
org.apache.commons.math.optimization.linear.SimplexSolver#Integer#getPivotColumn#?,SimplexTableau#75	minValue > entry	1
org.apache.commons.math.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#139	this.maxUlps == maxUlps	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getOriginalNumDecisionVariables#?#537	(f.getCoefficients().getDimension())>= 0	0
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,int#96	(1)<= 0	1
org.apache.commons.math.optimization.linear.SimplexTableau#int#getHeight#?#471	(tableau.getRowDimension())< 0	1
org.apache.commons.math.util.Precision#boolean#equals#?,double,double,int#285	yInt > xInt	1
org.apache.commons.math.linear.Array2DRowRealMatrix#void#setSubMatrix#?,double[][],int,int#262	row > 0	1
org.apache.commons.math.optimization.linear.SimplexSolver#void#solvePhase1#?,SimplexTableau#169	tableau.getNumArtificialVariables() == 0	1
org.apache.commons.math.optimization.linear.SimplexSolver#?#SimplexSolver#?,double,int#61	this.maxUlps < maxUlps	1
org.apache.commons.math.optimization.linear.SimplexSolver#?#SimplexSolver#?,double,int#60	this.epsilon == epsilon	0
org.apache.commons.math.optimization.linear.SimplexTableau#void#dropPhase1Objective#?#352	i < getHeight()	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getArtificialVariableOffset#?#506	(getNumObjectiveFunctions() + numDecisionVariables + numSlackVariables)< 0	1
org.apache.commons.math.optimization.linear.SimplexSolver#?#SimplexSolver#?,double,int#60	this.epsilon > epsilon	1
org.apache.commons.math.linear.Array2DRowRealMatrix#void#setSubMatrix#?,double[][],int,int#265	column > 0	1
org.apache.commons.math.linear.ArrayRealVector#double#dotProduct#?,RealVector#454	(dot)> 0	1
org.apache.commons.math.optimization.linear.SimplexTableau#void#initializeColumnLabels#?#154	getNumObjectiveFunctions() == 2	0
org.apache.commons.math.optimization.linear.SimplexSolver#?#SimplexSolver#?,double,int#60	this.epsilon <= epsilon	0
org.apache.commons.math.linear.Array2DRowRealMatrix#int#getColumnDimension#?#328	(((data == null) || (data[0] == null)) ? 0 : data[0].length)!= 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#RealMatrix#createTableau#?,boolean#225	!(constraint.getRelationship() == Relationship.GEQ)	0
org.apache.commons.math.linear.ArrayRealVector#double#dotProduct#?,RealVector#451	i < data.length	0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction#?#LinearObjectiveFunction#?,RealVector,double#67	this.constantTerm != constantTerm	1
org.apache.commons.math.linear.AbstractRealMatrix#?#AbstractRealMatrix#?,int,int#54	rowDimension < 1	1
org.apache.commons.math.optimization.linear.SimplexTableau#int#getConstraintTypeCounts#?,Relationship#285	!(constraint.getRelationship() == relationship)	0
org.apache.commons.math.optimization.linear.SimplexTableau#boolean#isOptimal#?#384	!(Precision.compareTo(entry,0d,epsilon) < 0)	0
org.apache.commons.math.linear.Array2DRowRealMatrix#int#getColumnDimension#?#328	(((data == null) || (data[0] == null)) ? 0 : data[0].length)<= 0	1
org.apache.commons.math.util.FastMath#double#abs#?,double#3023	((x < 0.0) ? -x : (x == 0.0) ? 0.0 : x)>= 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#boolean#isOptimal#?#384	Precision.compareTo(entry,0d,epsilon) < 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getNumArtificialVariables#?#553	(numArtificialVariables)!= 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getNumArtificialVariables#?#553	(numArtificialVariables)>= 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#double#getEntry#?,int,int#480	(tableau.getEntry(row,column))>= 0	0
org.apache.commons.math.linear.ArrayRealVector#double#getEntry#?,int#622	(data[index])<= 0	0
org.apache.commons.math.optimization.linear.LinearObjectiveFunction#double#getConstantTerm#?#83	(constantTerm)< 0	1
org.apache.commons.math.linear.Array2DRowRealMatrix#double#getEntry#?,int,int#295	(data[row][column])!= 0	0
org.apache.commons.math.linear.ArrayRealVector#RealVector#mapMultiplyToSelf#?,double#374	data[i] > d	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getRhsOffset#?#514	(getWidth() - 1)<= 0	1
org.apache.commons.math.linear.MatrixUtils#void#checkColumnIndex#?,AnyMatrix,int#394	column < 0 || column >= m.getColumnDimension()	1
org.apache.commons.math.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#144	this.numArtificialVariables < maxUlps	0
org.apache.commons.math.optimization.linear.SimplexSolver#Integer#getPivotColumn#?,SimplexTableau#74	Precision.compareTo(entry,minValue,maxUlps) < 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#void#dropPhase1Objective#?#328	getNumObjectiveFunctions() == 1	1
org.apache.commons.math.optimization.linear.AbstractLinearOptimizer#void#incrementIterationsCounter#?#98	!(++iterations > maxIterations)	0
org.apache.commons.math.optimization.linear.SimplexSolver#void#solvePhase1#?,SimplexTableau#169	!(tableau.getNumArtificialVariables() == 0)	0
org.apache.commons.math.optimization.linear.LinearConstraint#double#getValue#?#184	(value)<= 0	1
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,double#66	(0)== 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getNumObjectiveFunctions#?#274	(this.numArtificialVariables > 0 ? 2 : 1)< 0	1
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,double#67	x < y	0
org.apache.commons.math.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#142	this.numSlackVariables == maxUlps	1
org.apache.commons.math.util.FastMath#double#abs#?,double#3023	((x < 0.0) ? -x : (x == 0.0) ? 0.0 : x)> 0	0
org.apache.commons.math.linear.Array2DRowRealMatrix#double#getEntry#?,int,int#295	(data[row][column])> 0	0
org.apache.commons.math.linear.AbstractRealMatrix#void#setRowVector#?,int,RealVector#485	!(vector.getDimension() != nCols)	0
org.apache.commons.math.util.FastMath#double#abs#?,double#3023	((x < 0.0) ? -x : (x == 0.0) ? 0.0 : x)== 0	1
org.apache.commons.math.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#144	this.numArtificialVariables <= maxUlps	0
org.apache.commons.math.optimization.linear.SimplexSolver#void#doIteration#?,SimplexTableau#150	!(i < tableau.getHeight())	0
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,double#66	(0)<= 0	0
org.apache.commons.math.linear.Array2DRowRealMatrix#void#setSubMatrix#?,double[][],int,int#279	i < data.length	0
org.apache.commons.math.util.FastMath#long#abs#?,long#3005	((x < 0l) ? -x : x)<= 0	0
org.apache.commons.math.optimization.linear.SimplexSolver#Integer#getPivotRow#?,SimplexTableau,int#111	!(minRatioPositions.size() > 1)	0
org.apache.commons.math.linear.AbstractRealMatrix#void#setRowVector#?,int,RealVector#489	!(i < nCols)	0
org.apache.commons.math.optimization.RealPointValuePair#?#RealPointValuePair#?,double[],double#46	this.value <= value	0
org.apache.commons.math.optimization.linear.SimplexTableau#int#getOriginalNumDecisionVariables#?#537	(f.getCoefficients().getDimension())== 0	1
org.apache.commons.math.optimization.linear.SimplexTableau#int#getConstraintTypeCounts#?,Relationship#285	constraint.getRelationship() == relationship	0
org.apache.commons.math.optimization.linear.SimplexSolver#void#solvePhase1#?,SimplexTableau#178	!Precision.equals(tableau.getEntry(0,tableau.getRhsOffset()),0d,epsilon)	1
org.apache.commons.math.optimization.linear.SimplexSolver#Integer#getPivotRow#?,SimplexTableau,int#96	!(Precision.compareTo(entry,0d,maxUlps) > 0)	1
org.apache.commons.math.optimization.linear.SimplexSolver#Integer#getPivotRow#?,SimplexTableau,int#101	!(cmp < 0)	1
org.apache.commons.math.optimization.linear.LinearObjectiveFunction#?#LinearObjectiveFunction#?,RealVector,double#67	this.constantTerm <= constantTerm	0
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,int#96	(1)< 0	1
org.apache.commons.math.optimization.linear.SimplexSolver#Integer#getPivotRow#?,SimplexTableau,int#99	cmp == 0	1
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,double#66	(0)< 0	1
org.apache.commons.math.optimization.linear.SimplexTableau#RealMatrix#createTableau#?,boolean#223	constraint.getRelationship() == Relationship.LEQ	1
org.apache.commons.math.optimization.linear.SimplexTableau#int#getWidth#?#463	(tableau.getColumnDimension())> 0	0
org.apache.commons.math.linear.ArrayRealVector#double#dotProduct#?,RealVector#451	!(i < data.length)	0
org.apache.commons.math.optimization.linear.SimplexTableau#?#SimplexTableau#?,LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int#142	this.numSlackVariables != maxUlps	0
org.apache.commons.math.linear.ArrayRealVector#double#getEntry#?,int#622	(data[index])== 0	0
org.apache.commons.math.util.Precision#int#compareTo#?,double,double,double#68	(-1)>= 0	1
org.apache.commons.math.optimization.linear.SimplexTableau#RealMatrix#createTableau#?,boolean#187	getNumObjectiveFunctions() == 2	0
org.apache.commons.math.optimization.linear.LinearConstraint#double#getValue#?#184	(value)>= 0	0
org.apache.commons.math.optimization.linear.SimplexTableau#Integer#getBasicRow#?,int#316	!(!Precision.equals(entry,0d,maxUlps))	0
