line	predicate	lable
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#394	sciexp != p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] < q	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos < sciexp	0
org.apache.commons.math3.dfp.Dfp#Dfp#dotrap#?,int,String,Dfp,Dfp#2268	!((result.exp + mant.length) < MIN_EXP)	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] >= j	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q != rsize	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q < decimalPos	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1552	r < j	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp >= lostdigit	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] != i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p > significantDigits	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2203	q != e	0
org.apache.commons.math3.dfp.Dfp#int#round#?,int#1479	(DfpField.FLAG_OVERFLOW)== 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos >= rsize	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos >= significantDigits	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1564	md >= i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos != rsize	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1646	rh < x	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#952	!(a.sign == -1)	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] <= significantDigits	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1552	r == i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p != significantDigits	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1625	!(nans == INFINITE && x == 0)	1
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#951	a.sign != b.sign	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q == sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp >= offset	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#497	striped[p] != '0'	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] <= rsize	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos > significantDigits	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1654	result.mant[mant.length - 1] < rh	1
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2183	--e == 0	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos >= sciexp	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#978	a.exp > b.exp	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1557	product[i + mant.length] != i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#412	fpdecimal.charAt(p) >= '1' && fpdecimal.charAt(p) <= '9'	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos != p	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#961	(a.sign)< 0	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1652	lostdigit <= x	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp == p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] == significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] <= q	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q < offset	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1590	excp != 0	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1554	rh < j	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1571	result.mant[mant.length - i - 1] < i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#393	negative	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q != offset	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos == q	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] >= r	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos <= sciexp	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#989	a.mant[i] < b.mant[i]	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp == x	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#381	!(i < fpexp.length())	0
org.apache.commons.math3.dfp.Dfp#int#round#?,int#1473	(DfpField.FLAG_UNDERFLOW)== 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q == decimalPos	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p >= sciexp	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#978	!(a.exp > b.exp)	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] != q	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q == sciexp	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q <= significantDigits	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1514	x.isNaN()	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2203	q <= p	0
org.apache.commons.math3.dfp.Dfp#int#round#?,int#1473	(DfpField.FLAG_UNDERFLOW)<= 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p != decimalPos	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#497	!(striped[p] != '0')	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q < i	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#383	!(fpexp.charAt(i) == '-')	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp >= p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q > rsize	1
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2207	!(buffer[q] == '.')	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp < i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1514	!(x.isNaN())	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1570	i < mant.length	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos >= offset	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#960	a.nans == INFINITE && b.nans == FINITE	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos < p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos >= i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp != rh	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q > offset	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1646	rh != i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1552	r >= rh	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q != sciexp	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2197	!pointInserted	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q >= rsize	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp <= rsize	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] >= r	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1646	rh <= i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp < decimalPos	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#370	p >= rsize	1
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2212	buffer[p - 1] == '0'	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1554	rh > i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1644	!(i < mant.length)	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos == rsize	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q < sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#448	!(fpdecimal.charAt(p) == '.')	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p != offset	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q <= significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos >= q	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos > p	1
org.apache.commons.math3.dfp.Dfp#void#shiftRight#?#682	mant[i] == i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos <= sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp < q	0
org.apache.commons.math3.dfp.Dfp#int#round#?,int#1473	(DfpField.FLAG_UNDERFLOW)>= 0	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q < offset	1
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#948	(0)<= 0	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1575	result.exp > md	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q >= significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos != p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#407	p == sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos == significantDigits	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#961	(a.sign)<= 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#370	p > offset	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#383	fpexp.charAt(i) == '-'	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos <= p	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1652	lostdigit > rh	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp != decimalPos	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p == decimalPos	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#426	!(p == fpdecimal.length())	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#509	!((p - q) < (mant.length * rsize))	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#969	(0)== 0	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q == significantDigits	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#986	(a.sign)> 0	0
org.apache.commons.math3.dfp.Dfp#int#getRadixDigits#?#642	(field.getRadixDigits())<= 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p < sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q > decimalPos	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1646	rh != r	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1554	rh == i	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2178	!(i >= 0)	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos < q	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1530	x.nans == INFINITE && nans == INFINITE	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q != decimalPos	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] > i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1557	product[i + mant.length] == i	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2203	q >= e	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1564	md == i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1554	rh <= i	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2217	!(sign < 0)	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#420	!(fpdecimal.charAt(p) == '.')	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp <= i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp <= decimalPos	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp != sciexp	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2197	!(!pointInserted)	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] == i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] > r	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q == decimalPos	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp < offset	0
org.apache.commons.math3.dfp.Dfp#Dfp#dotrap#?,int,String,Dfp,Dfp#2268	(result.exp + mant.length) < MIN_EXP	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1571	result.mant[mant.length - i - 1] != i	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2183	!(--e == 0)	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp < rh	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp == i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos != rsize	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p > sciexp	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] > x	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] == sciexp	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1536	(x.nans == INFINITE && nans == FINITE && mant[mant.length - 1] == 0) || (nans == INFINITE && x.nans == FINITE && x.mant[mant.length - 1] == 0)	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q > decimalPos	0
org.apache.commons.math3.dfp.DfpField#void#setIEEEFlagsBits#?,int#331	ieeeFlags < bits	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p < decimalPos	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp == rh	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2203	q < p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#394	sciexp <= rsize	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#984	i >= 0	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q <= i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#370	p == offset	1
org.apache.commons.math3.dfp.Dfp#void#shiftRight#?#682	mant[i] <= i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos != q	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#948	(0)>= 0	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] != rh	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp == rsize	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1554	rh <= r	0
org.apache.commons.math3.dfp.Dfp#Dfp#newInstance#?,Dfp#597	field.getRadixDigits() != d.field.getRadixDigits()	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1646	rh == r	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] != r	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#402	!(fpdecimal.indexOf("-") != -1)	0
org.apache.commons.math3.dfp.Dfp#Dfp#newInstance#?,Dfp#597	!(field.getRadixDigits() != d.field.getRadixDigits())	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#355	s.equals(NEG_INFINITY_STRING)	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp > offset	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] >= rh	0
org.apache.commons.math3.dfp.Dfp#boolean#equals#?,Object#906	isNaN() || x.isNaN() || field.getRadixDigits() != x.field.getRadixDigits()	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#494	p != rsize	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] != r	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] >= significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp != significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos < offset	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#355	!(s.equals(NEG_INFINITY_STRING))	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#407	p >= rsize	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] == r	0
org.apache.commons.math3.dfp.DfpField#int#getRadixDigits#?#251	(radixDigits)<= 0	1
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#951	!(a.sign != b.sign)	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp > lostdigit	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#394	sciexp >= offset	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos >= rsize	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1564	md < i	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos > offset	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1571	result.mant[mant.length - i - 1] == i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1552	r >= i	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#960	!(a.nans == INFINITE && b.nans == FINITE)	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] < i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos == significantDigits	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1646	rh >= x	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1536	!((x.nans == INFINITE && nans == FINITE && mant[mant.length - 1] == 0) || (nans == INFINITE && x.nans == FINITE && x.mant[mant.length - 1] == 0))	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q >= sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp <= significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q == i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp == lostdigit	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#953	(-1)> 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q != significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp >= sciexp	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1658	result.exp <= x	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1652	lostdigit <= rh	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1654	result.mant[mant.length - 1] > x	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#407	p > sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos >= p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q == rsize	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos != significantDigits	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos < q	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] != rsize	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#412	!(fpdecimal.charAt(p) >= '1' && fpdecimal.charAt(p) <= '9')	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1647	result.mant[i] != i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#450	decimalPos <= significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#389	sciexp != p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#506	decimalPos > sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q > rsize	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos <= q	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1557	product[i + mant.length] <= i	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] < rh	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#394	sciexp != rsize	0
org.apache.commons.math3.dfp.Dfp#int#compare#?,Dfp,Dfp#986	(a.sign)== 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q == sciexp	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos <= significantDigits	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp > i	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#388	!(fpexp.charAt(i) >= '0' && fpexp.charAt(i) <= '9')	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#489	decimalPos > sciexp	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q != i	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q == rsize	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] == rh	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp <= q	0
org.apache.commons.math3.dfp.DfpField#int#getRadixDigits#?#251	(radixDigits)< 0	1
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#471	q == offset	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1552	r != rh	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#493	q < sciexp	0
org.apache.commons.math3.dfp.DfpField#void#setIEEEFlagsBits#?,int#331	ieeeFlags == bits	0
org.apache.commons.math3.dfp.Dfp#void#shiftRight#?#681	i < mant.length - 1	0
org.apache.commons.math3.dfp.Dfp#int#round#?,int#1488	(0)>= 0	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#505	q < rsize	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] == p	1
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1563	!(product[i] != 0)	0
org.apache.commons.math3.dfp.Dfp#String#dfp2string#?#2217	sign < 0	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] >= decimalPos	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiplyFast#?,int#1652	lostdigit != x	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1555	product[i + j] < j	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#394	sciexp <= offset	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#522	q != p	0
org.apache.commons.math3.dfp.Dfp#Dfp#multiply#?,Dfp#1510	!(isNaN())	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp >= i	0
org.apache.commons.math3.dfp.Dfp#boolean#equals#?,Object#906	!(isNaN() || x.isNaN() || field.getRadixDigits() != x.field.getRadixDigits())	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] <= decimalPos	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#518	mant[i] > p	0
org.apache.commons.math3.dfp.Dfp#?#Dfp#?,DfpField,String#526	exp > offset	0
