line	predicate	lable
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1586	lna >= tmp1	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1267	tmp == lnza	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1580	lna <= lnb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1273	aa > xb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1255	xb <= epsilon	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1324	b > lnzb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza > xb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1273	aa == epsilon	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1277	ya >= tmp	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1586	lna > y	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1146	!(x == Double.POSITIVE_INFINITY)	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1267	tmp >= numer	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1278	yb != epsilon	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#924	z <= extra	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1342	d <= c	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza >= aa	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#923	z == fracPartB	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1591	z <= ab	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp >= lnza	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1292	lnzb <= numer	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1333	a == c	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp > xb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1337	d == a	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1283	ab >= denom	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1594	z != lnb	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1594	z >= tmp2	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1324	b != x	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1339	b > c	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1337	d < b	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1342	d >= c	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#923	z == x	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1594	z <= lnb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1265	ab <= tmp	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1328	a <= lnza	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1332	d > x	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp < x	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza <= ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp <= ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1269	yb > xa	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1269	yb <= lnza	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1274	ab >= ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1278	yb <= xb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza == aa	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1274	ab > epsilon	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1268	ya > denom	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza >= tmp	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1338	a < d	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1341	c != d	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza != xa	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1592	z >= x	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1592	z == lnb	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1591	z == lnb	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1593	z < y	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1267	tmp < xa	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1590	z <= ya	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1586	lna == x	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1586	lna < tmp1	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#925	z <= x	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1333	a <= lnza	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1324	b != a	1
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#924	z >= fracPartB	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1579	lnb <= ya	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1337	d > lnzb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1292	lnzb < yb	1
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#923	z >= epsilon	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1591	z != ab	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1278	yb != xb	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#926	z == intPartB	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1341	c >= a	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1587	lnb > ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1268	ya < yb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1331	c != b	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1590	z < yb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1274	ab >= tmp	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1343	a == d	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1277	ya <= yb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1264	aa >= ab	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1324	b == epsilon	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#924	z > fracPartA	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1593	z >= lores	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp <= ab	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp <= lnza	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1278	yb < x	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#925	z >= intPartA	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1273	aa < ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1267	tmp != x	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1268	ya <= numer	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1579	lnb >= lores	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza > x	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1587	lnb <= ab	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1339	b <= lnzb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp > lnza	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1274	ab == lnza	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1326	c <= b	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1291	lnza < epsilon	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1265	ab > ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1292	lnzb == tmp	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1579	lnb > ya	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1269	yb != xb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1255	xb > aa	1
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#926	z > intPartB	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1254	aa > tmp	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1326	c >= epsilon	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1326	c != b	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1579	lnb < lna	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1331	c > d	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1264	aa == lnzb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1347	hiPrec[0] >= c	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1342	d > lnzb	1
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#942	extra != 0.0	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1344	b > lnzb	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1265	ab <= epsilon	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#945	result == tempB	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1579	lnb < x	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1341	c <= lnzb	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1558	ya >= x	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1594	z >= lna	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1292	lnzb >= denom	1
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1593	z == tmp1	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1282	aa > xa	1
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#925	z < intPartB	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1267	tmp > denom	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1331	c >= epsilon	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1276	tmp < numer	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1264	aa >= x	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1265	ab == xa	0
org.apache.commons.math3.util.FastMath#double#pow#?,double,double#1558	ya != y	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1282	aa > ab	0
org.apache.commons.math3.util.FastMath#double#exp#?,double,double,double[]#945	result < tempC	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1323	a == lnzb	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1254	aa == xb	0
