167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,434,0,7,22,1
167,60,1361,433,271,0,0,23,0
167,60,1014,433,236,0,12,23,0
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,434,0,7,22,1
167,60,1361,433,271,0,0,23,0
167,60,1014,433,236,0,12,23,0
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,223,0,7,22,1
167,60,1361,433,271,0,0,21,0
167,60,1014,433,236,0,12,23,0
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,223,0,7,22,1
167,60,1361,433,271,0,0,23,0
167,60,1014,433,236,0,12,23,0
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,221,0,7,22,1
167,60,1361,433,271,0,0,23,0
167,60,1014,433,236,0,12,23,0
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,221,0,7,22,1
167,60,1361,433,271,0,0,23,0
167,60,1014,433,236,0,12,23,0
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,221,0,7,22,1
167,60,1361,433,271,0,0,23,0
167,60,1014,433,236,0,12,21,1
167,60,1360,416,78,1,0,23,0
167,60,1016,319,78,1,0,23,0
167,60,11,263,221,0,7,22,1
167,637,1810,435,78,1,18,21,1
167,637,11,263,80,0,1,22,1
167,637,1810,435,78,1,18,25,1
167,637,11,263,369,0,1,22,0
167,273,1995,435,78,1,1,21,1
167,273,11,263,80,0,1,22,1
26,137,1520,588,5,0,12,23,1
26,137,1896,584,78,1,0,24,0
26,137,1952,584,78,1,0,24,0
26,137,11,31,80,0,0,22,0
26,167,1069,584,78,1,23,23,1
26,167,844,584,78,1,23,23,1
26,167,11,31,80,0,0,23,0
26,167,1069,584,78,1,23,26,1
26,167,844,584,78,1,23,23,1
26,167,11,31,80,0,0,23,0
26,167,1069,584,78,1,23,25,1
26,167,844,584,78,1,23,7,1
26,167,11,31,80,0,0,21,0
26,167,1470,588,22,0,0,4,0
26,167,1069,584,78,1,23,7,1
26,167,844,584,78,1,23,7,0
26,167,11,31,80,0,0,21,0
26,167,1470,588,7,0,0,10,0
26,167,1069,584,78,1,23,7,1
26,167,844,584,78,1,23,7,0
26,167,11,31,80,0,0,21,0
26,168,1069,584,78,1,22,23,1
26,168,844,584,78,1,23,23,1
26,168,11,31,80,0,0,23,0
26,168,1069,584,78,1,22,26,1
26,168,844,584,78,1,23,23,1
26,168,11,31,80,0,0,23,0
26,168,1069,584,78,1,22,25,1
26,168,844,584,78,1,23,7,1
26,168,11,31,80,0,0,21,0
26,168,1069,584,78,1,22,25,1
26,168,844,584,78,1,23,25,0
26,168,11,31,80,0,0,21,0
26,169,1069,584,78,1,23,23,1
26,169,844,584,78,1,23,23,1
26,169,11,31,80,0,0,23,0
26,169,1069,584,78,1,23,25,1
26,169,844,584,78,1,23,23,1
26,169,11,31,80,0,0,23,0
26,169,1069,584,78,1,23,25,1
26,169,844,584,78,1,23,25,0
26,169,11,31,80,0,0,21,0
26,169,1069,584,78,1,23,25,1
26,169,844,584,78,1,23,25,0
26,169,11,31,80,0,0,21,0
26,169,1069,584,78,1,23,25,1
26,169,844,584,78,1,23,7,1
26,169,11,31,80,0,0,21,0
26,354,1069,584,78,1,12,24,1
26,354,11,31,80,0,0,22,0
26,354,1069,584,78,1,12,23,1
26,354,11,31,80,0,0,23,0
26,355,1069,584,78,1,12,24,1
26,355,11,31,80,0,0,22,0
26,355,1069,584,78,1,12,19,1
26,355,11,31,80,0,0,23,0
26,356,1069,584,78,1,12,24,1
26,356,11,31,80,0,0,22,0
26,356,1069,584,78,1,12,19,1
26,356,11,31,80,0,0,23,0
26,384,29,584,76,0,22,14,1
26,384,129,584,76,0,22,14,1
26,384,1258,584,78,1,0,24,0
26,384,1385,584,78,1,0,24,0
26,384,11,31,80,0,0,22,0
26,384,29,584,76,0,22,23,1
26,384,129,584,76,0,22,23,1
26,384,1258,584,78,1,0,24,0
26,384,1385,584,78,1,0,24,0
26,384,11,31,80,0,0,22,0
26,384,29,584,76,0,22,14,1
26,384,129,584,76,0,22,23,0
26,384,83,588,76,0,12,9,0
26,384,192,588,76,0,12,23,0
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,23,0
26,384,1385,584,78,1,0,23,0
26,384,11,31,80,0,0,23,0
26,384,29,584,76,0,22,9,1
26,384,129,584,76,0,22,23,0
26,384,83,588,76,0,12,23,0
26,384,192,588,76,0,12,23,0
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,23,0
26,384,1385,584,78,1,0,23,0
26,384,11,31,80,0,0,23,0
26,384,29,584,79,0,22,23,0
26,384,129,584,76,0,22,14,1
26,384,83,588,79,0,12,23,0
26,384,192,588,76,0,12,9,0
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,23,0
26,384,1385,584,78,1,0,23,0
26,384,11,31,80,0,0,23,0
26,384,29,584,79,0,22,23,0
26,384,129,584,76,0,22,9,1
26,384,83,588,79,0,12,23,0
26,384,192,588,76,0,12,23,0
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,23,0
26,384,1385,584,78,1,0,23,0
26,384,11,31,80,0,0,23,0
26,384,29,584,79,0,22,23,0
26,384,129,584,79,0,22,23,0
26,384,83,588,79,0,12,14,0
26,384,192,588,79,0,12,14,0
26,384,1827,572,75,0,0,23,1
26,384,1258,584,78,1,0,24,0
26,384,1385,584,78,1,0,24,0
26,384,11,31,80,0,0,22,0
26,384,29,584,79,0,22,23,0
26,384,129,584,79,0,22,23,0
26,384,83,588,79,0,12,23,1
26,384,192,588,79,0,12,23,1
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,24,0
26,384,1385,584,78,1,0,24,0
26,384,11,31,80,0,0,22,0
26,384,193,588,76,0,0,23,0
26,384,29,584,79,0,22,23,0
26,384,129,584,79,0,22,23,0
26,384,83,588,1,0,12,23,1
26,384,192,588,76,0,12,15,0
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,24,0
26,384,1385,584,78,1,0,24,0
26,384,11,31,80,0,0,22,0
26,384,193,588,76,0,0,23,0
26,384,29,584,79,0,22,23,0
26,384,129,584,79,0,22,23,0
26,384,83,588,1,0,12,23,0
26,384,192,588,76,0,12,23,1
26,384,1827,572,75,0,0,23,0
26,384,1258,584,78,1,0,24,0
26,384,1385,584,78,1,0,24,0
26,384,11,31,80,0,0,22,0
