line	predicate	lable
org.jfree.chart.block.AbstractBlock#Range#trimToContentWidth#?,Range#444	r.getLowerBound() > 0.0	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer#CategoryItemRendererState#initialise#?,Graphics2D,Rectangle2D,CategoryPlot,int,PlotRenderingInfo#749	this.columnCount <= rendererIndex	0
org.jfree.chart.plot.Plot#RectangleEdge#resolveRangeAxisLocation#?,AxisLocation,PlotOrientation#1386	orientation == PlotOrientation.HORIZONTAL	0
org.jfree.chart.axis.Tick#double#getAngle#?#135	(this.angle)> 0	0
org.jfree.chart.text.TextUtilities#float[]#deriveRotationAnchorOffsets#?,Graphics2D,String,TextAnchor#767	result[1] <= ascent	0
org.jfree.chart.text.TextBlock#void#draw#?,Graphics2D,float,float,TextBlockAnchor,float,float,double#236	!(iterator.hasNext())	0
org.jfree.chart.axis.AxisState#void#cursorDown#?,double#139	this.cursor != units	0
org.jfree.chart.block.BorderArrangement#void#add#?,Block,Object#109	!(edge == RectangleEdge.LEFT)	0
org.jfree.chart.util.RectangleInsets#double#calculateTopOutset#?,double#377	(result)>= 0	0
org.jfree.chart.axis.NumberAxis#void#setTickUnit#?,NumberTickUnit,boolean,boolean#344	unit == null	0
org.jfree.chart.util.AbstractObjectList#?#AbstractObjectList#?,int,int#97	this.increment == increment	0
org.jfree.chart.axis.CategoryAxis#AxisSpace#reserveSpace#?,Graphics2D,Plot,Rectangle2D,RectangleEdge,AxisSpace#772	labelHeight >= labelWidth	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer#int#getColumnCount#?#705	(this.columnCount)>= 0	0
org.jfree.chart.text.TextBlock#void#draw#?,Graphics2D,float,float,TextBlockAnchor,float,float,double#250	yCursor >= lineOffset	0
org.jfree.chart.axis.ValueAxis#void#drawAxisLine#?,Graphics2D,double,Rectangle2D,RectangleEdge#554	this.negativeArrowVisible	0
org.jfree.chart.util.AbstractObjectList#int#indexOf#?,Object#162	!(this.objects[index] == object)	0
org.jfree.chart.text.TextBlock#float[]#calculateOffsets#?,TextBlockAnchor,double,double#308	result[0] >= yAdj	0
org.jfree.chart.axis.Axis#AxisState#drawLabel#?,String,Graphics2D,Rectangle2D,Rectangle2D,RectangleEdge,AxisState,PlotRenderingInfo#1190	plotState != null && hotspot != null	0
org.jfree.chart.LegendItem#void#setDatasetIndex#?,int#547	this.datasetIndex >= index	0
org.jfree.chart.renderer.category.CategoryItemRendererState#double#getBarWidth#?#82	(this.barWidth)>= 0	0
org.jfree.chart.plot.CategoryPlot#void#configureRangeAxes#?#1128	axis != null	0
org.jfree.chart.axis.ValueAxis#AxisState#drawTickMarksAndLabels#?,Graphics2D,double,Rectangle2D,Rectangle2D,RectangleEdge,PlotRenderingInfo#666	isAxisLineVisible()	0
org.jfree.chart.axis.Axis#AxisState#drawLabel#?,String,Graphics2D,Rectangle2D,Rectangle2D,RectangleEdge,AxisState,PlotRenderingInfo#1131	!(edge == RectangleEdge.BOTTOM)	0
org.jfree.chart.axis.CategoryAxis#List#refreshTicks#?,Graphics2D,AxisState,Rectangle2D,RectangleEdge#994	l != r	0
org.jfree.chart.JFreeChart#?#JFreeChart#?,String,Font,Plot,boolean#403	!(title != null)	0
org.jfree.data.KeyedObjects#int#getIndex#?,Comparable#136	(result)> 0	0
org.jfree.chart.text.TextUtilities#float[]#deriveTextBoundsAnchorOffsets#?,Graphics2D,String,TextAnchor#671	result[0] != yAdj	0
org.jfree.chart.text.TextUtilities#float[]#deriveTextBoundsAnchorOffsets#?,Graphics2D,String,TextAnchor#672	result[1] == descent	0
org.jfree.chart.axis.ValueAxis#AxisSpace#reserveSpace#?,Graphics2D,Plot,Rectangle2D,RectangleEdge,AxisSpace#778	tickLabelHeight > dimension	0
