line	predicate	lable
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t > q	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t < p	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t >= u	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#426	t >= k	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#426	t > p	0
org.apache.commons.math3.fraction.Fraction#?#Fraction#?,int,int#272	!(d > 1)	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#426	t > q	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#439	(-u * (1 << k))== 0	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#430	u != q	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#400	u >= v	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t <= v	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t <= u	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#430	u == p	1
org.apache.commons.math3.fraction.Fraction#?#Fraction#?,int,int#282	this.numerator >= num	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#426	t < p	0
org.apache.commons.math3.fraction.Fraction#?#Fraction#?,int,int#257	den == 0	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#402	v > 0	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t > k	0
org.apache.commons.math3.fraction.Fraction#?#Fraction#?,int,int#282	this.numerator == num	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#430	u < v	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#403	v <= q	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#430	u == q	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#426	t == q	1
org.apache.commons.math3.fraction.Fraction#double#doubleValue#?#319	((double)numerator / (double)denominator)> 0	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#400	u > p	1
org.apache.commons.math3.fraction.Fraction#?#Fraction#?,int,int#283	this.denominator >= num	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t <= q	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#439	(-u * (1 << k))< 0	1
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#435	t >= p	0
org.apache.commons.math3.util.ArithmeticUtils#int#gcd#?,int,int#430	u > t	1
