line	predicate	lable
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#590	(Collections.binarySearch(this.data,new XYDataItem(x,null)))>= 0	0
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#548	!(index >= 0 && !this.allowDuplicateXValues)	1
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#589	!(this.autoSort)	1
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#589	this.autoSort	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#187	compare < 0.0	1
org.jfree.data.xy.XYDataItem#?#XYDataItem#?,Number,Number#73	!(x == null)	0
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#570	getItemCount() > this.maximumItemCount	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#179	!(o1 instanceof XYDataItem)	1
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#563	this.autoSort	1
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#548	index >= 0 && !this.allowDuplicateXValues	0
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#590	(Collections.binarySearch(this.data,new XYDataItem(x,null)))> 0	1
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#203	(result)== 0	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#203	(result)!= 0	1
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#203	(result)< 0	1
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#590	(Collections.binarySearch(this.data,new XYDataItem(x,null)))< 0	0
org.jfree.data.general.Series#?#Series#?,Comparable,String#112	!(key == null)	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#187	!(compare < 0.0)	0
org.jfree.data.xy.XYDataItem#?#XYDataItem#?,Number,Number#73	x == null	1
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#183	compare > 0.0	1
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#570	!(getItemCount() > this.maximumItemCount)	1
org.jfree.data.general.Series#void#fireSeriesChanged#?#313	!(this.notify)	1
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#203	(result)<= 0	0
org.jfree.data.xy.XYSeries#int#getItemCount#?#186	(this.data.size())!= 0	0
org.jfree.data.xy.XYSeries#int#getItemCount#?#186	(this.data.size())== 0	1
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#590	(Collections.binarySearch(this.data,new XYDataItem(x,null)))== 0	0
org.jfree.data.general.Series#void#fireSeriesChanged#?#313	this.notify	0
org.jfree.data.xy.XYSeries#int#getItemCount#?#186	(this.data.size())>= 0	0
org.jfree.data.xy.XYSeries#int#getItemCount#?#186	(this.data.size())<= 0	1
org.jfree.data.xy.XYSeries#int#getItemCount#?#186	(this.data.size())< 0	1
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#203	(result)>= 0	0
org.jfree.data.general.Series#?#Series#?,Comparable,String#112	key == null	1
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#541	x == null	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#183	!(compare > 0.0)	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#179	o1 instanceof XYDataItem	0
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#203	(result)> 0	1
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#563	!(this.autoSort)	0
org.jfree.data.xy.XYSeries#int#getItemCount#?#186	(this.data.size())> 0	0
org.jfree.data.xy.XYSeries#XYDataItem#addOrUpdate#?,Number,Number#541	!(x == null)	1
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#590	(Collections.binarySearch(this.data,new XYDataItem(x,null)))<= 0	0
org.jfree.data.xy.XYSeries#int#indexOf#?,Number#590	(Collections.binarySearch(this.data,new XYDataItem(x,null)))!= 0	0
