line	predicate	lable
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#628	!(index == -1)	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#634	index > upper	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#623	upper <= lower	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#851	str == null || searchStr == null	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#610	str.length() == 0	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#619	upper != lower	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#855	!(searchStr.length() == 0 && startPos >= str.length())	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#623	upper != lower	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#607	!(str == null)	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#618	upper == -1 || upper > str.length()	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#607	str == null	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#623	upper > lower	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#623	upper == lower	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#622	upper < lower	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#628	index == -1	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#619	upper <= lower	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#610	!(str.length() == 0)	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#855	searchStr.length() == 0 && startPos >= str.length()	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#851	!(str == null || searchStr == null)	0
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#858	(str.indexOf(searchStr,startPos))!= 0	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#631	upper != str.length()	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#858	(str.indexOf(searchStr,startPos))< 0	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#619	upper < lower	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#858	(str.indexOf(searchStr,startPos))>= 0	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#631	!(upper != str.length())	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#623	upper >= lower	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#619	upper == lower	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#623	upper < lower	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#619	upper >= lower	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#622	!(upper < lower)	1
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#619	upper > lower	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#858	(str.indexOf(searchStr,startPos))== 0	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#858	(str.indexOf(searchStr,startPos))> 0	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#634	!(index > upper)	1
org.apache.commons.lang.StringUtils#int#indexOf#?,String,String,int#858	(str.indexOf(searchStr,startPos))<= 0	0
org.apache.commons.lang.WordUtils#String#abbreviate#?,String,int,int,String#618	!(upper == -1 || upper > str.length())	1
