0,609,276,400,0,4,44
0,609,0,0,1,4,1925
0,342,276,400,0,45,44
0,342,679,278,0,21,44
0,342,0,0,1,45,3788
0,342,679,278,1,45,1293
0,342,276,400,1,45,3795
0,342,0,0,0,45,3789
0,342,679,278,0,45,1294
0,342,276,400,0,45,3797
0,507,679,278,0,21,44
0,507,0,0,1,45,3790
0,507,679,278,1,45,1295
0,507,856,400,1,45,3796
0,507,0,0,0,45,3794
0,507,679,278,0,45,1838
0,507,0,0,0,45,3792
0,507,679,278,0,45,1581
0,506,679,278,0,21,44
0,506,0,0,1,45,3791
0,506,679,278,1,45,1296
0,506,856,400,1,45,3797
0,506,0,0,0,45,3792
0,506,679,278,0,45,1581
0,506,0,0,0,45,3794
0,506,679,278,0,45,1838
1,0,892,453,0,38,602
1,0,141,453,0,38,602
1,404,194,403,0,39,802
1,404,0,2,0,24,2856
1,404,194,403,0,24,1642
1,404,0,2,0,24,2917
1,404,194,403,0,24,2013
1,404,0,2,0,24,2856
1,404,194,402,0,24,1642
1,146,888,453,0,21,491
1,146,890,453,0,21,3988
1,146,133,453,0,21,233
1,146,139,453,0,21,2766
1,908,888,453,0,21,491
1,908,890,453,0,21,3988
1,908,133,453,0,21,233
1,908,139,453,0,21,2766
1,806,888,453,0,21,491
1,806,890,453,0,21,3988
1,806,133,453,0,21,233
1,806,139,453,0,21,2766
1,807,888,453,0,21,491
1,807,890,453,0,21,3988
1,807,133,453,0,21,233
1,807,139,453,0,21,2766
1,678,888,453,0,21,399
1,678,633,453,0,21,3988
1,678,133,453,0,21,395
1,678,627,453,0,21,2766
1,678,408,453,0,21,402
1,678,637,453,0,21,3180
1,739,752,453,0,37,124
1,739,0,2,0,29,1564
1,739,752,453,0,45,725
1,739,752,453,0,45,731
1,739,0,2,0,21,3274
1,739,408,453,0,21,208
1,739,80,446,0,21,3220
1,739,408,453,0,4,2687
1,739,80,446,0,4,2038
1,739,0,2,0,21,3274
1,739,408,453,0,21,208
1,739,80,446,0,21,3220
1,468,0,2,0,21,3286
1,468,408,453,0,21,249
1,468,211,403,0,21,3220
1,468,0,2,0,21,3521
1,468,480,453,0,21,251
1,468,213,402,0,21,3499
1,562,408,453,0,21,652
1,562,283,453,0,21,3361
1,562,480,453,0,21,651
1,562,281,453,0,21,3540
1,304,0,2,0,16,2963
1,304,0,2,0,16,2954
1,304,895,453,0,16,2956
1,304,143,453,0,16,2961
1,304,231,403,0,16,2010
1,304,231,403,0,16,1637
1,304,0,2,0,16,2965
1,304,0,2,0,16,2955
1,304,931,454,0,16,2957
1,304,929,454,0,16,2962
1,304,231,403,0,16,2012
1,304,231,403,0,16,1639
1,304,0,2,0,21,3341
1,304,408,453,0,21,508
1,304,931,454,0,21,3220
1,304,0,2,0,21,3535
1,304,480,453,0,21,506
1,304,929,454,0,21,3499
1,858,986,403,0,39,802
1,858,633,453,0,24,725
1,858,627,453,0,24,725
1,858,825,453,0,21,399
1,858,633,453,0,21,3943
1,858,0,2,0,5,4105
1,858,825,453,0,5,4101
1,858,627,453,0,5,4104
1,858,986,403,0,5,2098
1,858,408,453,0,21,399
1,858,633,453,0,21,3180
1,858,480,453,0,21,395
1,858,627,453,0,21,3486
1,543,408,453,0,21,395
1,543,627,453,0,21,3180
1,853,627,453,0,16,3706
1,853,563,151,0,16,1383
1,853,563,151,0,16,1470
1,853,408,453,0,21,395
1,853,627,453,0,21,3180
1,452,408,453,0,21,399
1,452,633,453,0,21,3180
1,826,633,453,0,16,3707
1,826,563,151,0,16,1476
1,826,563,151,0,16,1379
1,826,408,453,0,21,399
1,826,633,453,0,21,3180
1,854,627,453,0,16,4274
1,854,1081,155,0,16,1399
1,854,408,453,0,21,395
1,854,627,453,0,21,3180
1,827,633,453,0,16,4274
1,827,1081,155,0,16,1400
1,827,408,453,0,21,399
1,827,633,453,0,21,3180
1,542,408,453,0,21,395
1,542,627,453,0,21,3180
1,852,0,2,0,16,2657
1,852,627,453,0,16,2660
1,852,50,402,0,16,1602
1,852,408,453,0,21,395
1,852,627,453,0,21,3180
1,451,408,453,0,21,399
1,451,633,453,0,21,3180
1,825,0,2,0,16,2658
