31,185,625,453,0,21,3180
72,380,742,286,0,45,4159
141,621,1105,447,1,4,847
128,358,268,400,1,45,1458
128,165,258,400,0,45,1463
196,232,428,458,0,21,3220
31,164,625,453,0,21,3180
304,708,153,223,0,45,1485
90,678,0,113,1,4,3715
158,283,480,453,0,21,425
1,678,627,453,0,21,2766
337,330,212,92,0,21,3220
68,245,38,447,0,43,602
12,858,480,453,0,21,395
31,937,1125,31,1,4,1405
1,211,0,2,0,16,1473
57,20,0,64,0,21,3395
65,816,550,334,0,21,3945
198,317,140,448,0,39,802
60,812,314,447,1,4,3470
328,389,69,453,0,4,4146
58,807,484,453,0,21,439
58,970,815,453,0,21,3930
238,441,0,289,0,21,1899
31,164,480,453,0,21,390
30,373,408,453,0,21,249
93,872,1132,113,0,4,1327
101,417,419,453,0,21,3540
220,957,0,269,0,45,3912
7,687,1105,449,0,21,3220
50,719,693,59,0,45,802
158,283,706,453,0,21,3486
250,458,638,453,0,21,3180
157,957,1073,448,0,21,3569
358,719,163,448,0,45,802
31,743,671,453,1,4,987
0,507,679,278,0,45,1581
221,803,245,453,0,21,3180
84,644,408,453,0,21,290
310,619,1118,453,0,21,3180
63,365,364,447,1,4,3120
84,144,625,453,0,4,2104
313,718,1063,155,1,45,1110
310,619,0,371,0,5,3125
157,957,484,453,0,21,565
183,365,484,453,0,21,518
112,273,408,453,0,21,314
173,246,408,453,0,21,983
196,356,0,248,0,21,3318
122,913,1122,447,0,4,857
93,738,1132,113,0,45,1324
58,713,1063,448,0,5,1588
183,348,0,220,0,4,3751
65,676,601,447,0,4,907
238,292,434,453,0,45,4089
31,937,1014,447,0,4,2655
140,434,408,453,1,50,3840
198,236,931,454,0,39,802
134,678,0,163,0,45,3115
121,411,625,453,0,10,2221
296,957,484,453,0,21,983
361,720,408,453,0,21,256
99,975,246,453,0,21,3180
57,543,0,64,0,21,3557
183,365,408,453,0,21,398
30,373,245,453,0,21,3180
65,949,653,447,0,4,3760
12,146,890,453,0,21,3988
306,957,0,367,0,21,3297
58,678,744,66,0,21,3557
58,858,408,453,0,21,302
73,719,768,304,0,14,1422
220,957,0,269,0,21,3507
31,743,671,453,0,4,3445
65,229,0,74,0,21,3303
279,105,736,453,0,21,3180
146,957,484,453,0,21,983
256,763,191,394,0,45,802
84,647,0,103,0,21,3364
65,365,1104,447,0,4,2537
58,971,281,453,0,21,3560
196,644,871,447,0,4,2291
246,278,625,453,0,21,3180
90,922,307,453,0,4,124
305,362,0,366,0,45,2943
175,801,550,453,0,21,3486
58,970,481,453,0,21,210
12,713,633,453,0,21,3988
250,306,1113,448,1,10,1632
44,910,813,447,0,41,142
31,863,602,447,0,4,483
298,483,0,359,0,45,1514
183,348,0,220,0,21,3257
31,863,408,453,0,21,256
227,790,473,203,0,22,1515
115,819,480,453,0,21,195
12,713,888,453,0,21,399
12,971,888,453,0,21,652
173,246,825,447,0,4,4119
224,557,0,273,0,21,3217
31,164,372,447,0,4,2543
198,237,521,24,0,16,1384
342,957,484,453,0,21,179
65,229,408,453,0,43,3441
198,211,521,24,0,16,1384
303,525,65,194,0,4,44
239,418,434,453,0,45,3623
298,779,0,359,0,21,3286
93,892,0,116,0,21,3275
232,365,0,279,0,21,3321
195,377,1105,448,0,39,802
43,366,55,447,0,13,2473
220,957,408,453,0,45,3909
65,365,408,453,0,4,4040
257,924,0,314,1,4,1194
84,263,0,103,0,21,3527
65,725,0,74,0,4,1268
314,306,1140,448,1,5,4380
262,365,625,453,0,21,3180
122,207,1105,447,0,45,725
58,504,482,453,0,21,3486
27,971,283,453,0,21,3361
1,304,480,453,0,21,506
134,50,194,453,0,4,851
27,713,408,453,0,21,395
0,609,276,400,0,4,44
261,864,194,453,0,21,3486
196,381,1105,452,0,45,2597
29,373,0,29,0,21,3196
134,50,1073,447,1,4,2392
123,880,408,453,0,21,983
90,737,0,113,0,45,1557
353,502,982,391,0,11,2124
211,79,695,453,0,21,3180
57,678,0,64,0,21,3614
313,122,1074,402,0,21,3619
122,170,1105,447,0,45,726
122,647,397,448,0,4,44
204,957,919,129,0,4,44
183,348,480,453,0,21,983
158,283,706,453,0,21,3486
198,316,633,453,0,21,3180
31,184,480,453,1,4,3679
1,858,825,453,0,21,399
232,365,408,453,0,21,390
208,771,408,453,0,21,3540
203,856,484,453,0,21,3
122,875,1105,447,1,45,867
267,429,693,59,0,4,1210
63,365,980,441,1,45,0
31,164,802,447,0,4,3926
298,150,0,359,1,4,1736
101,417,625,453,0,21,3180
343,619,1118,453,0,21,3180
65,784,111,453,0,21,2714
255,579,480,453,0,4,725
196,380,1105,452,0,45,2580
44,650,59,447,1,45,142
46,929,484,453,0,4,355
136,595,170,244,1,4,802
93,892,408,453,0,21,217
226,670,525,453,0,5,54
197,303,555,453,1,45,983
57,806,92,453,0,21,438
31,185,692,453,0,4,721
21,618,0,20,0,4,1836
115,339,408,453,0,21,339
58,146,744,66,0,21,3557
28,678,133,453,0,21,395
355,708,902,447,0,8,725
227,780,0,276,0,21,3330
342,130,198,450,0,5,2053
183,365,120,97,0,45,1231
1,858,627,453,0,21,3486
354,389,0,428,1,4,1542
75,724,951,448,0,21,3220
26,903,484,453,1,45,731
80,268,408,453,0,21,256
31,185,0,32,0,4,1934
30,374,0,31,0,21,3196
90,368,0,113,0,4,1689
128,358,269,400,1,45,1458
31,743,644,453,0,21,3180
31,185,408,453,0,4,3765
57,826,563,65,0,16,1476
312,121,408,453,0,21,493
63,365,186,425,0,45,2753
93,656,408,453,0,21,144
342,957,1105,447,0,43,124
12,380,627,453,0,21,2766
58,713,410,453,0,21,214
263,380,1117,456,0,4,124
57,678,497,453,0,22,330
65,671,565,447,0,4,266
153,601,944,453,0,21,3565
68,243,720,457,0,21,3220
14,527,0,14,0,43,3430
26,903,484,453,1,45,735
57,971,752,453,0,21,447
91,690,0,114,0,4,1313
208,771,408,453,0,21,545
232,365,625,453,0,21,3180
31,185,625,453,0,21,3180
31,185,625,453,0,21,3486
88,923,263,110,0,21,3197
198,323,211,402,0,50,1642
5,289,408,453,0,21,398
27,7,0,27,0,5,2919
44,772,1105,447,1,4,124
57,678,757,453,0,21,3865
31,185,480,453,0,4,3765
198,328,408,453,0,21,254
123,879,871,447,0,4,44
58,741,752,453,0,22,447
85,644,59,106,0,5,2637
262,365,625,453,0,21,3180
220,957,0,269,0,21,3507
27,968,281,453,0,21,3540
29,718,408,453,0,21,353
196,373,408,453,0,21,193
208,769,689,453,0,19,968
183,349,0,220,0,4,1672
46,931,484,453,0,4,392
258,391,408,453,0,21,390
31,937,408,453,0,21,390
65,949,0,74,1,4,1541
173,246,665,453,1,4,983
198,820,550,453,0,21,3486
84,259,209,453,0,21,3180
27,858,0,27,0,21,3196
60,812,1114,447,1,4,2182
58,452,413,453,0,21,3180
243,94,550,456,0,4,3
281,518,0,340,0,45,1790
176,249,0,215,0,4,1522
153,618,0,179,0,4,1554
103,618,0,126,0,21,3340
127,45,550,403,0,35,2007
72,144,0,89,0,45,1556
122,768,83,441,0,4,0
320,124,1105,448,0,39,802
1,968,138,453,0,21,651
262,229,0,320,0,15,1430
50,429,714,286,1,4,1078
316,619,1105,447,0,5,1625
243,255,741,293,1,45,1746
248,96,916,447,0,38,602
31,937,625,453,0,21,3180
94,678,825,453,0,21,399
258,101,1132,447,0,4,4276
342,130,198,450,0,5,2059
310,619,1156,448,0,24,1642
84,258,209,453,0,21,3180
342,130,0,414,0,5,2868
26,181,625,453,0,45,161
31,185,480,453,0,21,390
84,256,1016,454,0,21,3633
228,639,146,88,0,45,1199
258,450,0,315,0,4,1191
1,233,0,2,0,43,3996
46,15,550,453,1,4,1041
32,674,0,33,1,45,1251
24,161,565,447,0,4,2291
183,365,626,453,0,21,3486
277,969,280,453,0,21,3361
77,389,207,447,0,4,2566
127,443,1066,154,0,1,1492
232,229,0,279,0,15,1430
31,945,687,453,0,21,3180
204,75,0,255,0,21,3357
134,678,351,163,0,39,802
239,582,408,453,0,4,3843
31,164,408,453,0,4,4292
58,678,489,453,0,21,210
183,349,0,220,0,21,3509
46,931,480,453,0,21,390
273,695,1059,453,0,45,3949
179,957,0,218,0,5,3973
183,365,839,447,1,4,606
12,971,281,453,0,21,2776
261,864,260,453,0,21,3180
277,969,245,453,0,21,3180
84,259,736,453,0,45,725
90,683,0,113,0,45,1557
0,507,0,0,0,45,3794
31,937,408,453,0,21,318
193,72,625,447,0,38,602
222,86,211,449,0,38,1631
276,429,894,453,0,4,3185
365,140,1094,334,0,29,1378
154,266,0,180,0,21,3195
65,365,408,453,0,21,256
340,568,408,453,0,21,353
49,18,1073,447,0,45,2385
196,811,49,448,0,21,3220
122,402,1105,447,0,45,726
31,185,687,453,0,21,3565
314,781,0,377,0,21,3304
273,696,1071,456,0,20,2688
26,179,625,453,0,45,3603
1,741,133,453,0,21,395
169,314,408,453,0,21,390
363,591,0,436,0,21,3349
58,741,752,453,0,22,448
78,168,618,95,0,45,1905
90,690,1105,113,0,4,4161
101,417,480,453,0,21,662
31,185,491,453,0,4,4188
57,807,744,65,0,21,2695
30,487,0,31,0,21,3196
31,743,671,453,0,4,3444
342,957,480,453,0,43,721
178,366,1144,447,0,45,2349
65,891,0,74,0,21,3293
84,174,1028,448,0,21,3220
153,618,292,447,0,4,959
241,380,470,199,0,22,1515
99,273,1019,447,1,4,607
198,346,408,453,0,21,390
90,678,0,113,0,45,1742
342,130,515,453,0,21,3565
31,937,417,453,0,4,4007
303,525,285,447,0,45,2568
128,380,0,153,0,45,807
183,749,408,453,0,21,398
58,315,481,453,0,21,210
62,884,30,453,1,4,1004
307,118,480,453,0,4,37
196,381,1132,448,0,45,4368
84,259,888,239,0,21,3508
30,969,0,31,0,21,3196
354,389,525,453,0,4,851
140,433,719,457,0,21,3220
