line	predicate	lable
com.google.javascript.jscomp.Compiler#void#compileInternal#?#655	!(options.nameAnonymousFunctionsOnly)	0
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#processFunctionNode#?,FunctionNode#615	!(functionType != FunctionNode.FUNCTION_EXPRESSION)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#?#JsDocTokenStream#?,String,int,int#50	this.sourceCursor == initCharno	1
com.google.javascript.rhino.jstype.FunctionParamBuilder#boolean#addVarArgs#?,JSType#104	!type.isEmptyType()	0
com.google.javascript.rhino.jstype.FunctionType#?#FunctionType#?,JSTypeRegistry,String,Node,ArrowType,ObjectType,String,boolean,boolean#143	isConstructor	0
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getOptimizations#?#634	options.groupVariableDeclarations	1
com.google.javascript.jscomp.ReplaceIdGenerators#?#ReplaceIdGenerators#?,AbstractCompiler,Set<String>#66	!(idGens != null)	1
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#boolean#maybeHandlePrototypePrefix#?,NodeTraversal,Node,Node,String#789	!(name.endsWith(".prototype"))	0
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getOptimizations#?#495	!(options.crossModuleMethodMotion)	0
com.google.javascript.jscomp.SourceFile#String#getLine#?,int#222	pos < startLine	0
com.google.javascript.rhino.jstype.FunctionType#boolean#setPrototype#?,PrototypeObjectType,Node#382	!(oldPrototype != null)	0
com.google.javascript.jscomp.Tracer#long#stop#?#441	(stop(-1))>= 0	0
com.google.javascript.jscomp.ProcessDefines$CollectDefines#void#visit#?,NodeTraversal,Node,Node#289	refInfo != null	1
com.google.javascript.rhino.Node#boolean#isEquivalentTo#?,Node,boolean,boolean#1497	!(compareJsType && !JSType.isEquivalent(jsType,node.getJSType()))	0
com.google.javascript.jscomp.NodeUtil#JSDocInfo#getFunctionJSDocInfo#?,Node#2821	parent.isName()	0
com.google.javascript.rhino.Node#void#removeChild#?,Node#688	prev == null	0
com.google.javascript.jscomp.parsing.IRFactory#void#maybeSetLengthFrom#?,Node,AstNode#360	config.isIdeMode	1
com.google.javascript.jscomp.Compiler#void#check#?#753	!(options.removeTryCatchFinally)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#int#getLineno#?#226	(lineno)!= 0	0
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getOptimizations#?#554	options.ambiguateProperties && (options.propertyRenaming == PropertyRenamingPolicy.ALL_UNQUOTED)	1
com.google.javascript.jscomp.SimpleDefinitionFinder#String#getSimplifiedName#?,Node#136	node.isName()	0
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#void#annotateFunctions#?,Node,Node#240	!(convention.isVarArgsParameter(arg) || typeExpr != null && typeExpr.isVarArgs())	0
com.google.javascript.rhino.Node#void#addChildBefore#?,Node,Node#657	!(first == node)	1
com.google.javascript.jscomp.MakeDeclaredNamesUnique#boolean#shouldTraverse#?,NodeTraversal,Node,Node#117	name != null && !name.isEmpty() && parent != null && !NodeUtil.isFunctionDeclaration(n)	1
com.google.javascript.jscomp.parsing.IRFactory#JSDocInfo#handleJsDoc#?,AstNode,Node#261	comment != null	0
com.google.javascript.jscomp.Compiler#void#check#?#739	options.devMode == DevMode.EVERY_PASS	1
com.google.javascript.jscomp.BasicErrorManager#int#getErrorCount#?#76	(errorCount)<= 0	0
com.google.javascript.jscomp.SourceFile#String#getLine#?,int#236	lastLine != lineNumber	1
com.google.javascript.jscomp.NameAnalyzer$ProcessExternals#void#visit#?,NodeTraversal,Node,Node#473	!(NodeUtil.isVarDeclaration(n))	0
com.google.javascript.jscomp.Denormalize#void#maybeCollapseIntoForStatements#?,Node,Node#79	!(nextSibling == null)	1
com.google.javascript.jscomp.ProcessDefines#Map<String,DefineInfo>#collectDefines#?,Node,GlobalNamespace#204	info != null && info.isDefine()	1
com.google.javascript.jscomp.Compiler#void#initModules#?,List<JSSourceFile>,List<JSModule>,CompilerOptions#343	!(modules.size() > 1)	0
com.google.javascript.jscomp.PhaseOptimizer#void#consume#?,List<PassFactory>#117	!(factory.isOneTimePass())	1
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getChecks#?#321	!(options.instrumentationTemplate != null || options.recordFunctionInformation)	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#collect#?,NodeTraversal,Node,Node#417	!isGlobalNameReference(name,scope)	0
com.google.javascript.rhino.JSDocInfoBuilder#JSDocInfo#build#?,Node#125	!(populated)	1
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getChecks#?#248	!(options.closurePass && options.checkMissingGetCssNameLevel.isOn())	0
com.google.javascript.rhino.Node$IntPropListItem#?#IntPropListItem#?,int,int,PropListItem#336	this.intValue == propType	1
com.google.javascript.jscomp.Normalize$NormalizeStatements#void#annotateConstantsByConvention#?,Node,Node#366	!isMarkedConstant && NodeUtil.isConstantByConvention(compiler.getCodingConvention(),n,parent)	1
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#265	node instanceof VariableDeclaration	0
com.google.javascript.jscomp.ReplaceIdGenerators$GatherGenerators#void#visit#?,NodeTraversal,Node,Node#80	!(doc == null)	0
com.google.javascript.jscomp.AstValidator#void#validateMaximumChildCount#?,Node,int#809	!(i == 1)	1
com.google.javascript.rhino.JSDocInfoBuilder#boolean#recordReturnType#?,JSTypeExpression#482	!(jsType != null && currentInfo.getReturnType() == null && !hasAnySingletonTypeTags())	1
com.google.javascript.jscomp.NameAnalyzer$FindDependencyScopes#void#visit#?,NodeTraversal,Node,Node#537	NodeUtil.isVarDeclaration(n)	0
com.google.javascript.jscomp.NodeUtil#boolean#checkForStateChangeHelper#?,Node,boolean,AbstractCompiler#860	!functionCallHasSideEffects(n,compiler)	1
com.google.javascript.jscomp.ReplaceIdGenerators$GatherGenerators#void#visit#?,NodeTraversal,Node,Node#80	doc == null	0
com.google.javascript.jscomp.Compiler#Node#parseInputs#?#1234	hasErrors()	1
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#358	preserveBlock	1
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#char#getLastChar#?#184	((code.length() > 0) ? code.charAt(code.length() - 1) : '\0')< 0	1
com.google.javascript.jscomp.SimpleDefinitionFinder$DefinitionGatheringCallback#void#visit#?,NodeTraversal,Node,Node#223	!(name != null)	1
com.google.javascript.rhino.JSDocInfo#int#getParameterCount#?#982	info == null || info.parameters == null	0
com.google.javascript.rhino.Node#int#getChildCount#?#1392	(c)> 0	0
com.google.javascript.jscomp.SimpleDefinitionFinder$DefinitionGatheringCallback#void#visit#?,NodeTraversal,Node,Node#223	name != null	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#191	first == null || first.isEmpty()	0
