line	predicate	lable
org.jfree.data.time.Day#int#compareTo#?,Object#427	(result)!= 0	0
org.jfree.chart.plot.XYPlot#Range#getDataRange#?,ValueAxis#4472	d != null	1
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#318	unit.equals(DateTickUnitType.SECOND)	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#167	this.year <= nonleapdays	0
org.jfree.data.time.TimeSeriesCollection#Range#getDomainBounds#?,boolean#641	count > 0	0
org.jfree.chart.renderer.category.GradientBarPainter#?#GradientBarPainter#?,double,double,double#91	this.g3 <= g2	1
org.jfree.chart.axis.ValueAxis#void#setLowerMargin#?,double#1096	this.lowerMargin > margin	1
org.jfree.chart.renderer.xy.GradientXYBarPainter#?#GradientXYBarPainter#?,double,double,double#88	this.g1 < g3	0
org.jfree.chart.axis.DateTickUnitType#boolean#equals#?,Object#129	!(this == obj)	0
org.jfree.data.xy.XYSeries#void#add#?,XYDataItem,boolean#504	item == null	1
org.jfree.chart.plot.XYPlot#void#checkAxisIndices#?,List#1540	!(count == 0)	0
org.jfree.data.general.DatasetUtilities#Range#findDomainBounds#?,XYDataset,boolean#669	dataset instanceof DomainInfo	1
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#322	(count)> 0	0
org.jfree.chart.block.FlowArrangement#?#FlowArrangement#?,HorizontalAlignment,VerticalAlignment,double,double#96	this.verticalGap < vGap	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#304	((365L * 24L * 60L* 60L* 1000L) * count)> 0	0
org.jfree.chart.axis.DateTickUnit#?#DateTickUnit#?,DateTickUnitType,int,DateTickUnitType,int,DateFormat#152	this.rollCount >= rollMultiple	0
org.jfree.data.time.SpreadsheetDate#int#getDayOfMonth#?#249	(this.day)<= 0	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#318	!(unit.equals(DateTickUnitType.SECOND))	0
org.jfree.chart.plot.XYPlot#int#getDomainAxisCount#?#945	(this.domainAxes.size())> 0	0
org.jfree.chart.axis.ValueAxis#double#getAutoRangeMinimumSize#?#997	(this.autoRangeMinimumSize)== 0	0
org.jfree.chart.util.ResourceBundleWrapper#ResourceBundle#getBundle#?,String#122	!(noCodeBaseClassLoader != null)	0
org.jfree.chart.axis.TickUnit#int#compareTo#?,Object#144	!(object instanceof TickUnit)	0
org.jfree.chart.renderer.category.GradientBarPainter#?#GradientBarPainter#?,double,double,double#89	this.g1 > g1	1
org.jfree.chart.renderer.category.GradientBarPainter#?#GradientBarPainter#?,double,double,double#89	this.g1 < g1	1
org.jfree.data.time.SerialDate#int#lastDayOfMonth#?,int,int#545	month != FEBRUARY	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int,int,int#136	this.serial <= month	0
org.jfree.chart.block.AbstractBlock#void#setFrame#?,BlockFrame#251	frame == null	0
org.jfree.chart.JFreeChart#?#JFreeChart#?,String,Font,Plot,boolean#379	plot == null	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#167	this.year > nonleapdays	1
org.jfree.data.xy.XYDataItem#int#compareTo#?,Object#226	!(compare < 0.0)	1
org.jfree.data.xy.XYSeries#double#getMaxX#?#207	(this.maxX)<= 0	1
org.jfree.chart.util.ObjectList#int#indexOf#?,Object#107	(super.indexOf(object))> 0	1
org.jfree.data.Range#Range#combine#?,Range,Range#214	!(range1 == null)	1
org.jfree.data.xy.XYSeries#void#updateBoundsForAddedItem#?,XYDataItem#250	this.maxX <= x	0
org.jfree.data.xy.XYSeries#void#add#?,XYDataItem,boolean#504	!(item == null)	0
org.jfree.chart.renderer.category.GradientBarPainter#?#GradientBarPainter#?,double,double,double#91	this.g3 > g1	0
org.jfree.chart.plot.XYPlot#void#setRangeZeroBaselinePaint#?,Paint#2330	paint == null	0
org.jfree.chart.util.AbstractObjectList#void#set#?,int,Object#132	this.size <= index	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#148	(serial >= SERIAL_LOWER_BOUND) && (serial <= SERIAL_UPPER_BOUND)	0
org.jfree.data.xy.XYSeries#double#maxIgnoreNaN#?,double,double#723	(b)>= 0	0
org.jfree.chart.axis.DateAxis#void#autoAdjustRange#?#1283	!(plot instanceof ValueAxisPlot)	1
org.jfree.data.xy.XYSeries#void#add#?,XYDataItem,boolean#549	notify	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#192	mm < days	0
org.jfree.chart.plot.Plot#void#setOutlinePaint#?,Paint#854	!(this.outlinePaint.equals(paint))	0
org.jfree.data.xy.IntervalXYDelegate#void#setFixedIntervalWidth#?,double#228	this.fixedIntervalWidth <= w	0
org.jfree.chart.plot.XYPlot#Range#getDataRange#?,ValueAxis#4438	domainIndex == 0	1
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#149	this.serial != serial	1
org.jfree.chart.StandardChartTheme#void#applyToPlot#?,Plot#1260	!(plot instanceof XYPlot)	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#167	this.year >= serial	1
org.jfree.data.xy.XYSeries#void#updateBoundsForAddedItem#?,XYDataItem#254	this.maxY > x	1
org.jfree.chart.util.RectangleInsets#?#RectangleInsets#?,UnitType,double,double,double,double#124	this.right == top	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#193	sss <= overestimatedYYYY	1
org.jfree.chart.plot.Plot#void#notifyListeners#?,PlotChangeEvent#966	i >= 0	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#316	((60L * 1000L) * count)== 0	0
org.jfree.chart.renderer.category.GradientBarPainter#?#GradientBarPainter#?,double,double,double#90	this.g2 != g1	0
org.jfree.chart.plot.XYPlot#int#getDomainAxisCount#?#945	(this.domainAxes.size())!= 0	0
org.jfree.data.xy.XYSeries#void#updateBoundsForAddedItem#?,XYDataItem#254	this.maxY != y	1
org.jfree.chart.util.AbstractObjectList#?#AbstractObjectList#?,int,int#97	this.increment == initialCapacity	0
org.jfree.chart.util.RectangleInsets#?#RectangleInsets#?,UnitType,double,double,double,double#122	this.bottom <= left	0
org.jfree.data.xy.XYSeriesCollection#Range#getDomainBounds#?,boolean#588	lower < upper	1
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#492	upper <= lower	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#192	mm != nonleapdays	0
org.jfree.chart.axis.TickUnit#?#TickUnit#?,double,int#96	this.size == size	0
org.jfree.chart.plot.XYPlot#List#getDatasetsMappedToDomainAxis#?,Integer#4330	!(mappedAxes == null)	0
org.jfree.chart.plot.XYPlot#List#getDatasetsMappedToRangeAxis#?,Integer#4360	!(mappedAxes == null)	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#192	mm > leaps	1
org.jfree.data.xy.XYSeries#void#updateBoundsForAddedItem#?,XYDataItem#253	this.minY > y	1
org.jfree.data.time.TimeSeries#double#maxIgnoreNaN#?,double,double#1290	(b)> 0	0
org.jfree.data.general.DatasetUtilities#Range#iterateDomainBounds#?,XYDataset,boolean#747	!(includeInterval && dataset instanceof IntervalXYDataset)	0
org.jfree.chart.title.TextTitle#?#TextTitle#?,String,Font,Paint,RectangleEdge,HorizontalAlignment,VerticalAlignment,RectangleInsets#227	text == null	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#316	((60L * 1000L) * count)>= 0	0
org.jfree.chart.block.LineBorder#?#LineBorder#?,Paint,Stroke,RectangleInsets#100	!(stroke == null)	0
org.jfree.chart.axis.TickUnit#?#TickUnit#?,double,int#96	this.size <= size	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int,int,int#110	this.year > month	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int,int,int#110	this.year == day	0
org.jfree.chart.axis.Axis#void#notifyListeners#?,AxisChangeEvent#1224	listeners[i] == AxisChangeListener.class	0
org.jfree.chart.util.RectangleInsets#?#RectangleInsets#?,UnitType,double,double,double,double#124	this.right < top	0
org.jfree.chart.StandardChartTheme#void#applyToXYItemRenderer#?,XYItemRenderer#1662	!(renderer instanceof XYBarRenderer)	0
org.jfree.chart.axis.ValueAxis#double#getFixedAutoRange#?#1144	(this.fixedAutoRange)== 0	0
org.jfree.data.time.TimeSeries#void#removeAgedItems#?,boolean#876	getItemCount() > 1	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#193	sss < serial	0
org.jfree.chart.axis.DateTickUnitType#boolean#equals#?,Object#129	this == obj	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int,int,int#110	this.year < day	0
org.jfree.data.time.SpreadsheetDate#int#getDayOfMonth#?#249	(this.day)> 0	0
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#495	lower <= range	0
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#492	upper >= fixedAutoRange	0
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#487	getAutoRangeStickyZero()	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int,int,int#136	this.serial > month	0
org.jfree.data.time.TimeSeries#double#minIgnoreNaN#?,double,double#1274	(Math.min(a,b))<= 0	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#192	mm <= leaps	0
org.jfree.data.xy.XYSeries#void#updateBoundsForAddedItem#?,XYDataItem#254	this.maxY >= y	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#195	this.month < sss	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#309	unit.equals(DateTickUnitType.DAY)	0
org.jfree.chart.plot.XYPlot#int#getDatasetCount#?#1431	(this.datasets.size())> 0	0
org.jfree.data.Range#?#Range#?,double,double#92	this.lower > lower	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#167	this.year > serial	1
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#450	getAutoRangeIncludesZero()	0
org.jfree.data.Range#?#Range#?,double,double#93	this.upper < lower	0
org.jfree.chart.StandardChartTheme#void#apply#?,JFreeChart#1138	!(title != null)	0
org.jfree.chart.plot.XYPlot#XYItemRenderer#getRendererForDataset#?,XYDataset#1748	!(result == null)	1
org.jfree.chart.StandardChartTheme#void#apply#?,JFreeChart#1144	!(i < subtitleCount)	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int,int,int#120	this.month >= day	0
org.jfree.data.time.Day#long#getFirstMillisecond#?,Calendar#328	(calendar.getTime().getTime())<= 0	0
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#487	!(getAutoRangeStickyZero())	0
org.jfree.data.time.SpreadsheetDate#int#getYYYY#?#231	(this.year)== 0	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#198	this.day > leaps	1
org.jfree.chart.plot.XYPlot#int#getRendererCount#?#1565	(this.renderers.size())< 0	0
org.jfree.data.time.TimeSeries#double#minIgnoreNaN#?,double,double#1267	(b)> 0	0
org.jfree.chart.renderer.AbstractRenderer#void#clearSeriesPaints#?,boolean#800	notify	0
org.jfree.chart.axis.DateAxis#void#configure#?#718	!(isAutoRange())	1
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,DateTickUnitType,int#322	(count)>= 0	0
org.jfree.chart.axis.ValueAxis#double#getFixedAutoRange#?#1144	(this.fixedAutoRange)>= 0	0
org.jfree.data.general.DatasetUtilities#Range#findDomainBounds#?,XYDataset,List,boolean#697	dataset == null	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#198	this.day < leaps	0
org.jfree.chart.plot.XYPlot#int#getRangeAxisCount#?#1243	(this.rangeAxes.size())<= 0	0
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#495	lower == range	0
org.jfree.chart.plot.Plot#void#notifyListeners#?,PlotChangeEvent#962	!this.notify	0
org.jfree.chart.plot.XYPlot#void#configureDomainAxes#?#971	axis != null	0
org.jfree.data.time.SpreadsheetDate#?#SpreadsheetDate#?,int#195	this.month >= leaps	1
