line	predicate	lable
com.google.javascript.jscomp.AbstractCommandLineRunner#DiagnosticGroups#getDiagnosticGroups#?#180	compiler == null	0
com.google.javascript.jscomp.Scope#boolean#isDeclared#?,String,boolean#512	scope.parent != null && recurse	0
com.google.javascript.jscomp.FunctionRewriter#void#process#?,Node,Node#74	!(reductions.isEmpty())	0
com.google.javascript.jscomp.NameAnalyzer$HoistVariableAndFunctionDeclarations#void#visit#?,NodeTraversal,Node,Node#565	NodeUtil.isFunctionDeclaration(n)	0
com.google.javascript.jscomp.OperaCompoundAssignFix#void#visit#?,NodeTraversal,Node,Node#98	!(NodeUtil.isAssign(parent) && NodeUtil.isName(parent.getFirstChild()) && parent.getFirstChild().getString().equals(n.getString())&& nested)	0
com.google.javascript.jscomp.parsing.JsDocInfoParser#JsDocToken#next#?#2221	unreadToken == NO_UNREAD_TOKEN	0
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties#void#visit#?,NodeTraversal,Node,Node#281	isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t,n) || NodeUtil.isFunction(n)	1
com.google.javascript.jscomp.Compiler#void#checkFirstModule#?,List<JSModule>#393	!(modules.get(0).getInputs().isEmpty() && modules.size() > 1)	0
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getOptimizations#?#553	options.aliasExternals	0
com.google.javascript.rhino.Node$StringNode#?#StringNode#?,int,String,int,int#295	!(null == str)	0
com.google.javascript.jscomp.ControlFlowAnalysis#Node#computeFollowNode#?,Node,Node,ControlFlowAnalysis#703	!(parent == null || parent.getType() == Token.FUNCTION || (cfa != null && node == cfa.root))	0
com.google.javascript.jscomp.NameAnalyzer$HoistVariableAndFunctionDeclarations#void#visit#?,NodeTraversal,Node,Node#565	!(NodeUtil.isFunctionDeclaration(n))	0
com.google.javascript.rhino.Node#void#toString#?,StringBuilder,boolean,boolean,boolean#1065	printSource	0
com.google.javascript.jscomp.VarCheck$NameRefInExternsCheck#void#visit#?,NodeTraversal,Node,Node#244	!(n.getType() == Token.NAME)	0
com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#Node#tryFoldLiteralConstructor#?,Node#1256	!(isASTNormalized() && Token.NAME == constructorNameNode.getType())	0
com.google.javascript.jscomp.PureFunctionIdentifier$FunctionAnalyzer#void#exitScope#?,NodeTraversal#484	sideEffectInfo.mutatesGlobalState()	0
com.google.javascript.jscomp.GlobalNamespace$BuildGlobalNamespace#void#collect#?,NodeTraversal,Node,Node#406	!isGlobalNameReference(name,scope)	0
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#268	node instanceof VariableInitializer	0
com.google.javascript.jscomp.SuppressDocWarningsGuard#int#getPriority#?#94	(WarningsGuard.Priority.SUPPRESS_DOC.value)!= 0	0
com.google.javascript.jscomp.PureFunctionIdentifier#void#markPureFunctionCalls#?#314	!(defs == null)	0
com.google.javascript.jscomp.DiagnosticType#int#hashCode#?#121	(key.hashCode())< 0	0
com.google.javascript.rhino.JSDocInfoBuilder#void#markName#?,String,int,int#190	!(currentMarker != null)	0
com.google.javascript.jscomp.StrictModeCheck$NonExternChecks#void#visit#?,NodeTraversal,Node,Node#224	!(n.getType() == Token.GETPROP)	0
com.google.javascript.jscomp.parsing.IRFactory#Node#transform#?,AstNode#265	!(jsDocInfo != null)	0
com.google.javascript.jscomp.PureFunctionIdentifier$FunctionAnalyzer#void#visitFunction#?,NodeTraversal,Node,Node,Node#646	!(!hasSpecificSideEffects)	0
com.google.javascript.jscomp.ReferenceCollectingCallback#void#addReference#?,NodeTraversal,Var,Reference#232	referenceInfo == null	0
com.google.javascript.rhino.Node#void#putIntProp#?,int,int#924	!(value != 0)	0
com.google.javascript.jscomp.AliasKeywords$AliasSpecification#int#getTokenId#?#137	(tokenId)< 0	0
com.google.javascript.jscomp.SimpleDefinitionFinder#String#getSimplifiedName#?,Node#138	NodeUtil.isName(node)	0
com.google.javascript.jscomp.parsing.JsDocInfoParser#Node#parseTypeExpressionAnnotation#?,JsDocToken#1491	!(token == JsDocToken.LC)	0
com.google.javascript.jscomp.RenameProperties#void#process#?,Node,Node#222	!(affinityGraph != null)	0
com.google.javascript.jscomp.OptimizeParameters#boolean#canChangeSignature#?,DefinitionSite,SimpleDefinitionFinder#88	!(definitionSite.inExterns)	0
com.google.javascript.rhino.Node#?#Node#?,int,int,int#532	type >= charno	0
com.google.javascript.jscomp.CommandLineRunner#List<String>#processArgs#?,String[]#496	!(matcher.matches())	0
com.google.javascript.jscomp.Normalize$NormalizeStatements#void#annotateConstantsByConvention#?,Node,Node#364	!(n.getType() == Token.NAME || isProperty)	0
com.google.javascript.rhino.Node#?#Node#?,int,Node#464	sourcePosition < nodeType	0
com.google.javascript.jscomp.Compiler#void#stopTracer#?,Tracer,String#874	options.tracer.isOn()	0
com.google.javascript.jscomp.Compiler#void#check#?#725	!(options.devMode == DevMode.EVERY_PASS)	0
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getOptimizations#?#476	!(options.flowSensitiveInlineVariables)	0
com.google.javascript.jscomp.ClosureCodeRemoval$FindAssertionCalls#void#visit#?,NodeTraversal,Node,Node#176	assertionNames.contains(fnName)	0
com.google.javascript.jscomp.parsing.JsDocInfoParser#Node#parseTypeExpression#?,JsDocToken#1655	token == JsDocToken.BANG	0
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#processName#?,Name,boolean#715	asString	0
com.google.javascript.jscomp.InlineFunctions$FindCandidateFunctions#void#findNamedFunctions#?,NodeTraversal,Node,Node#170	!(!NodeUtil.isStatement(n))	0
com.google.javascript.jscomp.AbstractCommandLineRunner#void#run#?#294	result != runs	0
com.google.javascript.rhino.Node#int#mergeLineCharNo#?,int,int#1279	(lineno << COLUMN_BITS | (charno & COLUMN_MASK))<= 0	0
com.google.javascript.rhino.JSDocInfoBuilder#boolean#recordThisType#?,JSTypeExpression#479	type != null && !hasAnySingletonTypeTags() && !currentInfo.hasThisType()	0
com.google.javascript.jscomp.Compiler#void#updateGlobalVarReferences#?,Map<Var,ReferenceCollection>,Node#2006	!(globalRefMap == null)	0
com.google.javascript.jscomp.PeepholeCollectPropertyAssignments#Node#optimizeSubtree#?,Node#47	child.getType() != Token.VAR && !NodeUtil.isExprAssign(child)	0
com.google.javascript.jscomp.PhaseOptimizer#void#stopTracer#?,Tracer,String#230	tracker != null	0
com.google.javascript.jscomp.Scope$Var#int#hashCode#?#289	(nameNode.hashCode())> 0	0
com.google.javascript.jscomp.NameAnalyzer#NameInformation#createNameInformation#?,NodeTraversal,Node,Node#1351	!(NodeUtil.isCall(parent) && t.inGlobalScope())	0
com.google.javascript.jscomp.LightweightMessageFormatter#String#format#?,JSError,boolean#75	!(error.sourceName != null)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#JsDocToken#getJsDocToken#?#68	!(c == EOF_CHAR)	0
com.google.javascript.jscomp.NodeUtil#boolean#isLatin#?,String#2457	index < len	0
com.google.javascript.rhino.Node#void#toString#?,StringBuilder,boolean,boolean,boolean#1043	this instanceof ScriptOrFnNode	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#JsDocToken#getJsDocToken#?#82	!(isAlpha(c))	0
com.google.javascript.jscomp.DefaultPassConfig#List<PassFactory>#getOptimizations#?#576	!(options.collapseVariableDeclarations)	0
com.google.javascript.jscomp.VarCheck#CompilerInput#getSynthesizedExternsInput#?#277	!(synthesizedExternsInput == null)	0
com.google.javascript.jscomp.AbstractCommandLineRunner#int#doRun#?#661	jsOutput instanceof Flushable	0
com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax#Node#tryFoldLiteralConstructor#?,Node#1266	"Object".equals(className) && !constructorHasArgs	0
com.google.javascript.jscomp.CombinedCompilerPass#void#traverse#?,AbstractCompiler,Node,List<Callback>#75	callbacks.size() == 1	0
com.google.javascript.jscomp.SimpleDefinitionFinder$DefinitionGatheringCallback#void#visit#?,NodeTraversal,Node,Node#195	qualifiedName != null	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#98	!(alternate.isNoType())	0
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper#void#shouldTraverseIfActive#?,NodeTraversal,Node,Node#130	isActive() && !callback.shouldTraverse(t,n,parent)	0
com.google.javascript.rhino.jstype.InstanceObjectType#boolean#isEquivalentTo#?,JSType#153	this.isNominalType()	0
com.google.javascript.jscomp.RenameProperties$ProcessProperties#void#exitScope#?,NodeTraversal#539	!(affinityGraph == null)	0
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard#boolean#enables#?,DiagnosticGroup#52	group.matches(type)	0
com.google.javascript.jscomp.FunctionRewriter$GetterReducer#Node#reduce#?,Node#417	!NodeUtil.isFunctionExpression(node)	0
com.google.javascript.rhino.Node$NumberNode#double#getDouble#?#264	(this.number)< 0	0
com.google.javascript.rhino.Node#int[]#getSortedPropTypes#?#945	x != null	0
com.google.javascript.jscomp.PureFunctionIdentifier#void#propagateSideEffects#?#264	!functionInfo.mayHaveSideEffects()	0
com.google.javascript.jscomp.StatementFusion#Node#optimizeSubtree#?,Node#39	!NodeUtil.isFunction(n.getParent()) && canFuseIntoOneStatement(n)	0
com.google.javascript.jscomp.Compiler#void#report#?,JSError#1746	!(warningsGuard != null)	0
com.google.javascript.rhino.jstype.JSType#int#hashCode#?#346	(System.identityHashCode(this))< 0	0
com.google.javascript.rhino.jstype.ObjectType#boolean#isImplicitPrototype#?,ObjectType#456	current.isEquivalentTo(prototype)	0
com.google.javascript.jscomp.MakeDeclaredNamesUnique#void#findDeclaredNames#?,Node,Node,Renamer#190	parent == null || parent.getType() != Token.FUNCTION || n == parent.getFirstChild()	0
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations#void#annotateFunctions#?,Node,Node#241	arg != null	0
com.google.javascript.rhino.Node#int#mergeLineCharNo#?,int,int#1276	(charno & ~COLUMN_MASK) != 0	0
com.google.javascript.jscomp.CheckUnreachableCode#boolean#shouldTraverse#?,NodeTraversal,Node,Node#55	gNode != null && gNode.getAnnotation() != GraphReachability.REACHABLE	0
com.google.javascript.jscomp.PureFunctionIdentifier$Driver#void#process#?,Node,Node#1090	useNameReferenceGraph	0
com.google.javascript.jscomp.CollapseVariableDeclarations$GatherCollapses#void#visit#?,NodeTraversal,Node,Node#136	n.getType() == Token.VAR	0
com.google.javascript.jscomp.Normalize$NormalizeStatements#void#doStatementNormalizations#?,NodeTraversal,Node,Node#442	NodeUtil.isStatementBlock(n) || n.getType() == Token.LABEL	0
