line	predicate	lable
org.apache.commons.math.special.Gamma#double#logGamma#?,double#104	sum <= g	0
org.apache.commons.math.linear.BlockRealMatrix#double[][]#toBlocksLayout#?,double[][]#241	index == iBlock	0
org.apache.commons.math.linear.BlockRealMatrix#?#BlockRealMatrix#?,int,int,double[][],boolean#153	blockRows <= columns	0
org.apache.commons.math.distribution.TDistributionImpl#?#TDistributionImpl#?,double,double#63	solverAbsoluteAccuracy <= degreesOfFreedom	0
org.apache.commons.math.stat.regression.SimpleRegression#void#addData#?,double,double#130	sumXY <= y	0
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#205	(c)> 0	0
org.apache.commons.math.linear.BlockRealMatrix#double[][]#toBlocksLayout#?,double[][]#241	index >= rows	0
org.apache.commons.math.special.Gamma#double#logGamma#?,double#97	Double.isNaN(x) || (x <= 0.0)	1
org.apache.commons.math.linear.BlockRealMatrix#double[][]#toBlocksLayout#?,double[][]#241	index != p	0
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#195	q0 != r	0
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#189	relativeError >= p0	1
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#192	c >= p2	0
org.apache.commons.math.linear.BlockRealMatrix#int#getRowDimension#?#1345	(rows)< 0	1
org.apache.commons.math.stat.regression.SimpleRegression#void#addData#?,double,double#129	sumYY < dy	0
org.apache.commons.math.stat.regression.SimpleRegression#double#getTotalSumSquares#?#351	!(n < 2)	0
org.apache.commons.math.linear.BlockRealMatrix#?#BlockRealMatrix#?,int,int#104	blockColumns >= rows	1
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#194	p1 > r	1
org.apache.commons.math.linear.BlockRealMatrix#?#BlockRealMatrix#?,int,int#99	this.rows >= columns	0
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#193	p0 == q0	1
org.apache.commons.math.linear.BlockRealMatrix#double[][]#toBlocksLayout#?,double[][]#241	index != pStart	0
org.apache.commons.math.linear.BlockRealMatrix#?#BlockRealMatrix#?,int,int,double[][],boolean#154	blockColumns > columns	1
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#193	p0 == epsilon	1
org.apache.commons.math.util.ContinuedFraction#double#evaluate#?,double,double,int#195	q0 != b	0
