line	predicate	lable
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#146	nRows == 0	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#786	out[row] >= sum	1
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#142	!(d == null)	0
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#776	v.length != nCols	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#138	!(nRows == 0)	0
org.apache.commons.math.linear.RealMatrixImpl#int#getRowDimension#?#743	(data.length)<= 0	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#780	row < nRows	1
org.apache.commons.math.linear.RealMatrixImpl#int#getRowDimension#?#743	(data.length)< 0	1
org.apache.commons.math.linear.BigMatrixImpl#int#getColumnDimension#?#956	(data[0].length)< 0	1
org.apache.commons.math.linear.BigMatrixImpl#BigDecimal[]#operate#?,BigDecimal[]#992	row < nRows	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#786	out[row] <= sum	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#786	out[row] < sum	0
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#786	out[row] > sum	0
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#150	!(nCols == 0)	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#146	d[r].length != nCols	1
org.apache.commons.math.linear.BigMatrixImpl#int#getRowDimension#?#947	(data.length)<= 0	1
org.apache.commons.math.linear.BigMatrixImpl#BigDecimal[]#operate#?,BigDecimal[]#994	!(i < nCols)	1
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#153	!(r < nRows)	0
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#780	!(row < nRows)	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#145	r < nRows	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#138	nRows == 0	1
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#134	d == null	1
org.apache.commons.math.linear.BigMatrixImpl#int#getRowDimension#?#947	(data.length)< 0	1
org.apache.commons.math.linear.RealMatrixImpl#int#getColumnDimension#?#750	(data[0].length)< 0	1
org.apache.commons.math.linear.RealMatrixImpl#int#getColumnDimension#?#750	(data[0].length)!= 0	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#145	!(r < nRows)	0
org.apache.commons.math.linear.BigMatrixImpl#int#getColumnDimension#?#956	(data[0].length)!= 0	0
org.apache.commons.math.linear.BigMatrixImpl#BigDecimal[]#operate#?,BigDecimal[]#986	!(v.length != this.getColumnDimension())	1
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#139	!(copyArray)	0
org.apache.commons.math.linear.RealMatrixImpl#int#getColumnDimension#?#750	(data[0].length)<= 0	1
org.apache.commons.math.linear.RealMatrixImpl#int#getRowDimension#?#743	(data.length)>= 0	0
org.apache.commons.math.linear.BigMatrixImpl#BigDecimal[]#operate#?,BigDecimal[]#994	i < nCols	1
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#142	!(nCols == 0)	0
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#783	!(i < nCols)	1
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#146	!(d[r].length != nCols)	0
org.apache.commons.math.linear.RealMatrixImpl#int#getRowDimension#?#743	(data.length)== 0	1
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#142	nCols == 0	1
org.apache.commons.math.linear.RealMatrixImpl#int#getColumnDimension#?#750	(data[0].length)>= 0	0
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#154	d[r].length != nCols	1
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#153	r < nRows	0
org.apache.commons.math.linear.BigMatrixImpl#BigDecimal[]#operate#?,BigDecimal[]#992	!(row < nRows)	0
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#139	copyArray	1
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#154	!(d[r].length != nCols)	0
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#146	!(nRows == 0)	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#131	!(copyArray)	0
org.apache.commons.math.linear.BigMatrixImpl#int#getRowDimension#?#947	(data.length)!= 0	0
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#142	d == null	1
org.apache.commons.math.linear.BigMatrixImpl#int#getColumnDimension#?#956	(data[0].length)>= 0	0
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#786	out[row] == sum	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#783	i < nCols	1
org.apache.commons.math.linear.BigMatrixImpl#int#getRowDimension#?#947	(data.length)== 0	1
org.apache.commons.math.linear.BigMatrixImpl#int#getColumnDimension#?#956	(data[0].length)> 0	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#134	!(d == null)	0
org.apache.commons.math.linear.RealMatrixImpl#int#getRowDimension#?#743	(data.length)!= 0	0
org.apache.commons.math.linear.RealMatrixImpl#?#RealMatrixImpl#?,double[][],boolean#131	copyArray	1
org.apache.commons.math.linear.RealMatrixImpl#int#getColumnDimension#?#750	(data[0].length)> 0	0
org.apache.commons.math.linear.BigMatrixImpl#BigDecimal[]#operate#?,BigDecimal[]#986	v.length != this.getColumnDimension()	0
org.apache.commons.math.linear.BigMatrixImpl#int#getRowDimension#?#947	(data.length)> 0	0
org.apache.commons.math.linear.BigMatrixImpl#?#BigMatrixImpl#?,BigDecimal[][],boolean#150	nCols == 0	1
org.apache.commons.math.linear.BigMatrixImpl#int#getColumnDimension#?#956	(data[0].length)<= 0	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#776	!(v.length != nCols)	1
org.apache.commons.math.linear.BigMatrixImpl#int#getRowDimension#?#947	(data.length)>= 0	0
org.apache.commons.math.linear.RealMatrixImpl#int#getRowDimension#?#743	(data.length)> 0	0
org.apache.commons.math.linear.RealMatrixImpl#int#getColumnDimension#?#750	(data[0].length)== 0	1
org.apache.commons.math.linear.RealMatrixImpl#double[]#operate#?,double[]#786	out[row] != sum	0
org.apache.commons.math.linear.BigMatrixImpl#int#getColumnDimension#?#956	(data[0].length)== 0	1
