line	predicate	lable
org.apache.commons.math3.random.BitsStreamGenerator#double#nextDouble#?#87	((high | low) * 0x1.0p-52d)<= 0	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1174	aa <= ab	0
org.apache.commons.math3.optimization.direct.CMAESOptimizer#void#initializeCMA#?,double[]#627	ccovmuSep >= sumw	1
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1750	b == d	0
org.apache.commons.math3.optimization.direct.CMAESOptimizer#double#min#?,double[]#1326	!(min > m[r])	0
org.apache.commons.math3.optimization.direct.CMAESOptimizer#void#initializeCMA#?,double[]#627	ccovmuSep <= sumw	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1747	c < temp2	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1304	d >= epsilon	1
org.apache.commons.math3.optimization.direct.CMAESOptimizer#void#initializeCMA#?,double[]#608	sumw <= w	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1183	aa == ya	1
org.apache.commons.math3.optimization.direct.CMAESOptimizer#RealMatrix#ones#?,int,int#1206	r < n	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1795	t != temp2	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1177	tmp >= aa	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1803	result != sintA	0
org.apache.commons.math3.random.MersenneTwister#int#next#?,int#235	k < N - M	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1747	c >= b	0
org.apache.commons.math3.random.MersenneTwister#int#next#?,int#237	mtNext >= mtCurr	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1800	b < t	0
org.apache.commons.math3.optimization.direct.CMAESOptimizer#void#initializeCMA#?,double[]#627	ccovmuSep <= sumwq	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1316	b == c	1
org.apache.commons.math3.linear.AbstractRealMatrix#RealMatrix#scalarAdd#?,double#115	row < rowCount	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1752	b < cosEpsB	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1313	c < epsilon	0
org.apache.commons.math3.optimization.direct.CMAESOptimizer#RealMatrix#triu#?,RealMatrix,int#1140	r < m.getRowDimension()	0
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1313	c > a	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1744	b > d	1
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1746	t < d	0
org.apache.commons.math3.optimization.direct.CMAESOptimizer#void#updateCovariance#?,boolean,RealMatrix,RealMatrix,int[],RealMatrix#757	oldFac > negccov	1
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1658	p <= x2	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1748	d >= c	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1318	c == lnza	1
org.apache.commons.math3.optimization.direct.CMAESOptimizer#?#CMAESOptimizer#?,int,double[],int,double,boolean,int,int,RandomGenerator,boolean,ConvergenceChecker<PointValuePair>#319	this.diagonalOnly != maxIterations	0
org.apache.commons.math3.random.MersenneTwister#int#next#?,int#237	mtNext != k	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1799	a < xb	1
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1746	t >= b	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1795	t == xa	1
org.apache.commons.math3.util.FastMath#double#log#?,double,double[]#1175	ab != ya	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1799	a != xa	0
org.apache.commons.math3.random.MersenneTwister#int#next#?,int#245	mt[k] <= k	0
org.apache.commons.math3.linear.AbstractRealMatrix#RealMatrix#add#?,RealMatrix#84	row < rowCount	0
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1767	b >= temp	0
org.apache.commons.math3.util.FastMath$CodyWaite#?#CodyWaite#?,double,double#3820	this.finalRemB < remB	1
org.apache.commons.math3.util.FastMath#double#sin#?,double#2207	xa != xb	0
