line	predicate	lable
com.google.javascript.jscomp.parsing.JsDocTokenStream#?#JsDocTokenStream#?,String,int,int#52	this.initCharno > lineno	0
com.google.javascript.rhino.jstype.InstanceObjectType#int#hashCode#?#176	(getReferenceName().hashCode())>= 0	0
com.google.javascript.rhino.jstype.InstanceObjectType#boolean#defineProperty#?,String,JSType,boolean,Node#89	!(proto != null && proto.hasOwnDeclaredProperty(name))	0
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher#Node#processVariableInitializer#?,VariableInitializer#1085	!(initializerNode.getInitializer() != null)	1
com.google.javascript.jscomp.parsing.JsDocTokenStream#?#JsDocTokenStream#?,String,int,int#50	this.sourceCursor > initCharno	1
com.google.javascript.jscomp.parsing.IRFactory#Node#transformTree#?,AstRoot,StaticSourceFile,String,Config,ErrorReporter#190	comment.getCommentType() == CommentType.BLOCK_COMMENT	1
com.google.javascript.rhino.Node#void#setLineno#?,int#1169	!(charno == -1)	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#ObjectType#getObjectSlot#?,String#1656	ownerVar != null	0
com.google.javascript.rhino.JSDocInfoBuilder#boolean#recordParameter#?,String,JSTypeExpression#267	!hasAnySingletonTypeTags() && currentInfo.declareParam(type,parameterName)	0
com.google.javascript.jscomp.NodeTraversal#void#popScope#?#584	scopeCallback != null	0
com.google.javascript.jscomp.TypeCheck#void#checkPropertyInheritanceOnGetpropAssign#?,NodeTraversal,Node,Node,String,JSDocInfo,JSType#969	!(functionType.isConstructor() || functionType.isInterface())	1
com.google.javascript.rhino.jstype.ArrowType#int#hashCode#?#224	!(parameters != null)	1
com.google.javascript.rhino.jstype.FunctionType#boolean#setPrototypeNoCheck#?,ObjectType,Node#469	isInterface()	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#void#defineSlot#?,Node,Node,String,JSType,boolean#1155	!((fnType.isConstructor() || fnType.isInterface()) && !fnType.isEquivalentTo(getNativeType(U2U_CONSTRUCTOR_TYPE)))	0
com.google.javascript.rhino.Node#int#extractLineno#?,int#1216	(lineCharNo >>> COLUMN_BITS)>= 0	0
com.google.javascript.jscomp.FunctionTypeBuilder#FunctionTypeBuilder#inferInheritance#?,JSDocInfo#337	!(makesDicts && !isConstructor)	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#?#JsDocTokenStream#?,String,int,int#51	this.initLineno <= lineno	0
com.google.javascript.rhino.jstype.JSType#boolean#isSubtypeHelper#?,JSType,JSType#1116	thisType.isEquivalentTo(thatType)	0
com.google.javascript.rhino.Node#void#setLineno#?,int#1172	sourcePosition >= charno	0
com.google.javascript.rhino.jstype.JSTypeRegistry#boolean#declareType#?,String,JSType#833	!(namesToTypes.containsKey(name))	0
com.google.javascript.rhino.jstype.PrototypeObjectType#?#PrototypeObjectType#?,JSTypeRegistry,String,ObjectType,boolean#119	nativeType || implicitPrototype != null	0
com.google.javascript.jscomp.InferJSDocInfo#void#visit#?,NodeTraversal,Node,Node#129	!(varType == null && parent.isFunction())	0
com.google.javascript.jscomp.ComposeWarningsGuard#boolean#enables#?,DiagnosticGroup#153	!(guard.disables(group))	0
com.google.javascript.rhino.JSDocInfo#int#getImplementedInterfaceCount#?#1286	(0)!= 0	1
com.google.javascript.jscomp.parsing.JsDocTokenStream#?#JsDocTokenStream#?,String,int,int#50	this.sourceCursor < lineno	0
com.google.javascript.rhino.Node#?#Node#?,int#365	type != nodeType	1
com.google.javascript.jscomp.Compiler#void#initModules#?,List<T>,List<JSModule>,CompilerOptions#391	modules.size() > 1	1
com.google.javascript.rhino.Node#int#getIntProp#?,int#837	(item.getIntValue())== 0	1
com.google.javascript.rhino.jstype.UnionTypeBuilder#JSType#build#?#252	!(result == null)	0
com.google.javascript.jscomp.DataFlowAnalysis#void#analyze#?,int#204	!orderedWorkSet.isEmpty()	0
com.google.javascript.jscomp.parsing.IRFactory#void#setFileOverviewJsDoc#?,Node#211	!(fileOverviewInfo != null)	0
com.google.javascript.rhino.jstype.JSTypeRegistry#void#registerPropertyOnType#?,String,JSType#621	!(typeSet == null)	0
com.google.javascript.rhino.jstype.UnionTypeBuilder#UnionTypeBuilder#addAlternate#?,JSType#150	!(alternate.isFunctionType() && functionTypePosition != -1)	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#401	sourcePosition != nodeType	0
com.google.javascript.jscomp.TypeCheck#void#visitAssign#?,NodeTraversal,Node#856	!(object.isGetProp())	0
com.google.javascript.rhino.jstype.JSType#JSType#resolve#?,ErrorReporter,StaticScope<JSType>#1171	!(resolved)	0
com.google.javascript.jscomp.LinkedFlowScope#boolean#equals#?,Object#274	!(this.getFunctionScope() != that.getFunctionScope())	1
com.google.javascript.jscomp.FunctionTypeBuilder#FunctionTypeBuilder#inferThisType#?,JSDocInfo,JSType#395	!(objType != null && (info == null || !info.hasType()))	1
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder#void#defineFunctionLiteral#?,Node,Node#773	NodeUtil.isFunctionDeclaration(n)	0
com.google.javascript.jscomp.LinkedFlowScope$FlatFlowScopeCache#StaticSlot<JSType>#getSlot#?,String#488	symbols.containsKey(name)	1
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#393	type != nodeType	1
com.google.javascript.jscomp.TypeInference#FlowScope#traverse#?,Node,FlowScope#395	!(info != null && info.hasType())	0
com.google.javascript.jscomp.parsing.TypeSafeDispatcher#T#process#?,AstNode#204	!(node instanceof ExpressionStatement)	1
com.google.javascript.rhino.Node#?#Node#?,int,int,int#451	sourcePosition > lineno	0
com.google.javascript.jscomp.parsing.JsDocTokenStream#boolean#matchChar#?,int#262	tokenEnd < test	0
com.google.javascript.jscomp.FunctionTypeBuilder#FunctionTypeBuilder#inferFromOverriddenFunction#?,FunctionType,Node#275	!(currentParam != null)	0
com.google.javascript.rhino.jstype.FunctionType#ObjectType#getPrototype#?#372	!(prototypeSlot == null)	0
