line	predicate	lable
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#469	str == null	0
org.apache.commons.lang.text.StrBuilder#int#length#?#182	(size)> 0	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1769	strLen == 0	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1762	!(str == null || startIndex >= size)	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size <= strLen	0
org.apache.commons.lang.text.StrBuilder#boolean#contains#?,char#1674	thisBuf[i] == ch	1
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size > len	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size >= len	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#ensureCapacity#?,int#228	!(capacity > buffer.length)	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size < startIndex	0
org.apache.commons.lang.text.StrBuilder#int#length#?#182	(size)<= 0	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size != len	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size < len	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size != startIndex	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#deleteFirst#?,String#1205	!(index >= 0)	1
org.apache.commons.lang.text.StrBuilder#StrBuilder#deleteFirst#?,String#1203	len > 0	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size >= len	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1766	!(strLen == 1)	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size >= endIndex	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size >= strLen	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size != endIndex	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size <= endIndex	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#deleteFirst#?,String#1203	!(len > 0)	1
org.apache.commons.lang.text.StrBuilder#int#length#?#182	(size)< 0	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#473	!(strLen > 0)	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size >= startIndex	0
org.apache.commons.lang.text.StrBuilder#int#length#?#182	(size)== 0	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size <= len	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size == startIndex	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size != strLen	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size == len	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size == endIndex	0
org.apache.commons.lang.text.StrBuilder#int#length#?#182	(size)>= 0	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size > len	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size > startIndex	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#ensureCapacity#?,int#228	capacity > buffer.length	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size == len	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1769	!(strLen == 0)	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#deleteFirst#?,String#1205	index >= 0	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1762	str == null || startIndex >= size	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size == strLen	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#473	strLen > 0	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size < len	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1766	strLen == 1	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1772	strLen > size	0
org.apache.commons.lang.text.StrBuilder#int#length#?#182	(size)!= 0	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size != len	0
org.apache.commons.lang.text.StrBuilder#?#StrBuilder#?,String#122	str == null	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size < endIndex	0
org.apache.commons.lang.text.StrBuilder#boolean#contains#?,char#1674	!(thisBuf[i] == ch)	1
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#469	!(str == null)	0
org.apache.commons.lang.text.StrBuilder#boolean#contains#?,char#1673	i < thisBuf.length	1
org.apache.commons.lang.text.StrBuilder#boolean#contains#?,char#1673	!(i < thisBuf.length)	0
org.apache.commons.lang.text.StrBuilder#int#indexOf#?,String,int#1772	!(strLen > size)	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size <= startIndex	0
org.apache.commons.lang.text.StrBuilder#void#deleteImpl#?,int,int,int#1115	size > endIndex	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size < strLen	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size <= len	0
org.apache.commons.lang.text.StrBuilder#StrBuilder#append#?,String#477	size > strLen	0
org.apache.commons.lang.text.StrBuilder#?#StrBuilder#?,String#122	!(str == null)	0
