line	predicate	lable
org.apache.commons.math.stat.Frequency#double#getPct#?,int#331	(getPct(Long.valueOf(v)))== 0	1
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220	(result)>= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,long#342	(getPct(Long.valueOf(v)))!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#317	!(sumFreq == 0)	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#382	!(getSumFreq() == 0)	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408	(getSumFreq())<= 0	1
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256	(result)<= 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#403	c.compare(v,freqTable.firstKey()) < 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386	(getCumFreq(((Integer)v).longValue()))> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444	(getCumFreq(Long.valueOf(v)))<= 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303	(getCumPct((Comparable<?>)v))== 0	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495	((double)getCumFreq(v) / (double)sumFreq)!= 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#403	!(c.compare(v,freqTable.firstKey()) < 0)	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#492	!(sumFreq == 0)	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#492	sumFreq == 0	1
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220	(result)== 0	1
org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#139	!(count == null)	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303	(getCumPct((Comparable<?>)v))!= 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320	((double)getCount(v) / (double)sumFreq)< 0	1
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256	(result)< 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444	(getCumFreq(Long.valueOf(v)))== 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386	(getCumFreq(((Integer)v).longValue()))== 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#396	value != null	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495	((double)getCumFreq(v) / (double)sumFreq)>= 0	0
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#250	count != null	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495	((double)getCumFreq(v) / (double)sumFreq)< 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444	(getCumFreq(Long.valueOf(v)))> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#382	getSumFreq() == 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408	(getSumFreq())!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,int#331	(getPct(Long.valueOf(v)))< 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303	(getCumPct((Comparable<?>)v))> 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,long#342	(getPct(Long.valueOf(v)))== 0	1
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256	(result)!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,int#331	(getPct(Long.valueOf(v)))<= 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408	(getSumFreq())> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444	(getCumFreq(Long.valueOf(v)))< 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,long#342	(getPct(Long.valueOf(v)))<= 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303	(getCumPct((Comparable<?>)v))>= 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386	(getCumFreq(((Integer)v).longValue()))>= 0	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495	((double)getCumFreq(v) / (double)sumFreq)> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444	(getCumFreq(Long.valueOf(v)))>= 0	0
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256	(result)> 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320	((double)getCount(v) / (double)sumFreq)!= 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#407	c.compare(v,freqTable.lastKey()) >= 0	0
org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561	(o1.compareTo((T)o2))== 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#385	v instanceof Integer	0
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#244	!(v instanceof Integer)	0
org.apache.commons.math.stat.Frequency#double#getPct#?,int#331	(getPct(Long.valueOf(v)))!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,long#342	(getPct(Long.valueOf(v)))< 0	1
org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561	(o1.compareTo((T)o2))!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320	((double)getCount(v) / (double)sumFreq)== 0	1
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#217	!(iterator.hasNext())	0
org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#139	count == null	0
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495	((double)getCumFreq(v) / (double)sumFreq)<= 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408	(getSumFreq())>= 0	0
org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561	(o1.compareTo((T)o2))> 0	0
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#244	v instanceof Integer	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386	(getCumFreq(((Integer)v).longValue()))< 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,int#331	(getPct(Long.valueOf(v)))>= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320	((double)getCount(v) / (double)sumFreq)> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#385	!(v instanceof Integer)	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386	(getCumFreq(((Integer)v).longValue()))<= 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,int#331	(getPct(Long.valueOf(v)))> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#389	c == null	0
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220	(result)<= 0	1
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#250	!(count != null)	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444	(getCumFreq(Long.valueOf(v)))!= 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#396	!(value != null)	1
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220	(result)> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408	(getSumFreq())< 0	1
org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561	(o1.compareTo((T)o2))<= 0	0
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220	(result)< 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#389	!(c == null)	1
org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561	(o1.compareTo((T)o2))>= 0	0
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220	(result)!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303	(getCumPct((Comparable<?>)v))<= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320	((double)getCount(v) / (double)sumFreq)>= 0	0
org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561	(o1.compareTo((T)o2))< 0	1
org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495	((double)getCumFreq(v) / (double)sumFreq)== 0	1
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#407	!(c.compare(v,freqTable.lastKey()) >= 0)	1
org.apache.commons.math.stat.Frequency#long#getSumFreq#?#217	iterator.hasNext()	0
org.apache.commons.math.stat.Frequency#double#getPct#?,long#342	(getPct(Long.valueOf(v)))>= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#317	sumFreq == 0	1
org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#134	!(v instanceof Integer)	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320	((double)getCount(v) / (double)sumFreq)<= 0	1
org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#134	v instanceof Integer	1
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256	(result)== 0	1
org.apache.commons.math.stat.Frequency#double#getPct#?,long#342	(getPct(Long.valueOf(v)))> 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408	(getSumFreq())== 0	1
org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256	(result)>= 0	0
org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386	(getCumFreq(((Integer)v).longValue()))!= 0	0
org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303	(getCumPct((Comparable<?>)v))< 0	0
