line	predicate	lable
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#156	this.number >= number	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#397	sourcePosition > nodeType	0
com.google.javascript.rhino.Node#int#getChildCount#?#1409	(c)== 0	0
com.google.javascript.jscomp.CodePrinter$Builder#Builder#setLineLengthThreshold#?,int#613	this.lineLengthThreshold > threshold	0
com.google.javascript.jscomp.NodeUtil#int#precedence#?,int#1196	(11)!= 0	0
com.google.javascript.rhino.Node#int#getType#?#528	(type)>= 0	0
com.google.javascript.rhino.Node#int#getType#?#528	(type)< 0	0
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#?#MappedCodePrinter#?,int,boolean,SourceMap.DetailLevel#62	this.lineLengthThreshold < lineLengthThreshold	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#116	NodeUtil.isAssignmentOp(n) && NodeUtil.isAssignmentOp(last)	1
com.google.javascript.rhino.Node#?#Node#?,int,Node#372	type >= nodeType	0
com.google.javascript.jscomp.CodePrinter$Builder#Builder#setLineLengthThreshold#?,int#613	this.lineLengthThreshold >= threshold	0
com.google.javascript.rhino.Node#?#Node#?,int#363	sourcePosition > nodeType	0
com.google.javascript.rhino.Node#int#getType#?#528	(type)!= 0	0
com.google.javascript.rhino.Node#?#Node#?,int#363	sourcePosition <= nodeType	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#97	opstr != null && first != last	1
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#116	!(NodeUtil.isAssignmentOp(n) && NodeUtil.isAssignmentOp(last))	1
com.google.javascript.rhino.Node#?#Node#?,int,Node#377	sourcePosition <= nodeType	0
com.google.javascript.jscomp.CodePrinter$Builder#Builder#setLineLengthThreshold#?,int#613	this.lineLengthThreshold < threshold	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#389	type < nodeType	0
com.google.javascript.rhino.Node#void#addChildToBack#?,Node#612	!(last == null)	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#397	sourcePosition <= nodeType	0
com.google.javascript.jscomp.CodePrinter$Builder#String#build#?#658	!(root == null)	0
com.google.javascript.jscomp.CodePrinter$Builder#Builder#setLineLengthThreshold#?,int#613	this.lineLengthThreshold <= threshold	0
com.google.javascript.rhino.Node#?#Node#?,int#361	type == nodeType	0
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#156	this.number > number	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#86	!(!cc.continueProcessing())	1
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#156	this.number == number	0
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#156	this.number < number	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#397	sourcePosition < nodeType	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#389	type >= nodeType	0
com.google.javascript.rhino.Node#int#getType#?#528	(type)> 0	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#111	last.getType() == type && NodeUtil.isAssociative(type)	1
com.google.javascript.jscomp.CodeGenerator#?#CodeGenerator#?,CodeConsumer,Charset#51	!(outputCharset == null || outputCharset == Charsets.US_ASCII)	0
com.google.javascript.rhino.Node#?#Node#?,int#363	sourcePosition < nodeType	0
com.google.javascript.rhino.Node#int#getChildCount#?#1409	(c)< 0	0
com.google.javascript.jscomp.CodePrinter#String#toSource#?,Node,Format,boolean,boolean,int,SourceMap,SourceMap.DetailLevel,Charset,boolean#706	!(tagAsStrict)	0
com.google.javascript.rhino.Node#int#getChildCount#?#1409	(c)<= 0	0
com.google.javascript.jscomp.CodeGenerator#void#addExpr#?,Node,int,Context#884	(NodeUtil.precedence(n.getType()) < minPrecedence) || ((context == Context.IN_FOR_INIT_CLAUSE) && (n.isIn()))	0
com.google.javascript.rhino.Node#?#Node#?,int,Node#372	type > nodeType	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#397	sourcePosition != nodeType	0
com.google.javascript.jscomp.NodeUtil#int#precedence#?,int#1196	(11)> 0	0
com.google.javascript.rhino.Node#?#Node#?,int,Node#377	sourcePosition != nodeType	0
com.google.javascript.jscomp.CodePrinter#String#toSource#?,Node,Format,boolean,boolean,int,SourceMap,SourceMap.DetailLevel,Charset,boolean#706	tagAsStrict	0
com.google.javascript.jscomp.CodePrinter$Builder#Builder#setLineLengthThreshold#?,int#613	this.lineLengthThreshold == threshold	0
com.google.javascript.rhino.Node#int#getChildCount#?#1406	n != null	0
com.google.javascript.rhino.Node#int#getChildCount#?#1409	(c)> 0	0
com.google.javascript.jscomp.CodeGenerator#?#CodeGenerator#?,CodeConsumer,Charset#51	outputCharset == null || outputCharset == Charsets.US_ASCII	0
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter#?#MappedCodePrinter#?,int,boolean,SourceMap.DetailLevel#62	this.lineLengthThreshold <= lineLengthThreshold	0
com.google.javascript.rhino.Node#?#Node#?,int,Node,Node#389	type > nodeType	0
com.google.javascript.rhino.Node#?#Node#?,int,Node#377	sourcePosition >= nodeType	0
com.google.javascript.rhino.Node$NumberNode#?#NumberNode#?,double#156	this.number != number	0
com.google.javascript.jscomp.CodePrinter$Builder#String#build#?#658	root == null	0
com.google.javascript.rhino.Node#?#Node#?,int#361	type <= nodeType	0
com.google.javascript.jscomp.CodeGenerator#void#add#?,Node,Context#86	!cc.continueProcessing()	1
