line	predicate	lable
org.jfree.chart.axis.NumberAxis#void#selectVerticalAutoTickUnit#?,Graphics2D,Rectangle2D,RectangleEdge#1123	tickLabelHeight > guess	0
org.jfree.data.category.DefaultIntervalCategoryDataset#int#getCategoryCount#?#291	this.startData != null	0
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator#?#AbstractCategoryItemLabelGenerator#?,String,DateFormat#152	!(formatter == null)	0
org.jfree.data.DefaultKeyedValues2D#int#getRowIndex#?,Comparable#190	(this.rowKeys.indexOf(key))< 0	0
org.jfree.chart.title.TextTitle#Object#draw#?,Graphics2D,Rectangle2D,Object#579	!(position == RectangleEdge.TOP || position == RectangleEdge.BOTTOM)	1
org.jfree.chart.text.TextUtilities#TextBlock#createTextBlock#?,String,Font,Paint#123	!(moreInputToProcess)	0
org.jfree.chart.text.TextAnchor#Object#readResolve#?#194	!(this.equals(TextAnchor.BOTTOM_CENTER))	0
org.jfree.chart.util.RectangleInsets#?#RectangleInsets#?,UnitType,double,double,double,double#101	this.right != right	1
org.jfree.chart.renderer.AbstractRenderer#Paint#lookupSeriesPaint#?,int#637	seriesPaint == null	1
org.jfree.data.KeyedObjects#void#setObject#?,Comparable,Object#187	!(keyIndex >= 0)	0
org.jfree.chart.block.FlowArrangement#Size2D#arrangeNN#?,BlockContainer,Graphics2D#370	maxHeight > x	0
org.jfree.chart.plot.CategoryPlot#boolean#equals#?,Object#3484	!(this.domainGridlinePosition != that.domainGridlinePosition)	0
org.jfree.data.DataUtilities#Number[]#createNumberArray#?,double[]#108	!(data == null)	0
org.jfree.chart.block.FlowArrangement#Size2D#arrangeNN#?,BlockContainer,Graphics2D#376	x <= maxHeight	1
org.jfree.chart.block.BorderArrangement#void#add#?,Block,Object#98	key == null	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,int,int#362	((60L * 1000L) * count)!= 0	0
org.jfree.chart.plot.CategoryPlot#LegendItemCollection#getLegendItems#?#1728	result == null	0
org.jfree.chart.block.RectangleConstraint#double#getHeight#?#199	(this.height)< 0	1
org.jfree.chart.plot.DefaultDrawingSupplier#void#readObject#?,ObjectInputStream#490	i < strokeCount	0
org.jfree.chart.axis.CategoryAxis#List#refreshTicks#?,Graphics2D,AxisState,Rectangle2D,RectangleEdge#994	l == r	1
org.jfree.chart.axis.CategoryAxis#double#calculateCategoryGapSize#?,int,Rectangle2D,RectangleEdge#713	result > available	1
org.jfree.chart.JFreeChart#boolean#equals#?,Object#1608	!(!ObjectUtilities.equal(this.backgroundImage,that.backgroundImage))	0
org.jfree.chart.plot.Plot#boolean#equals#?,Object#1189	!ObjectUtilities.equal(this.noDataMessageFont,that.noDataMessageFont)	1
org.jfree.chart.block.RectangleConstraint#double#getWidth#?#172	(this.width)!= 0	0
org.jfree.chart.text.TextBlock#float[]#calculateOffsets#?,TextBlockAnchor,double,double#308	result[0] == xAdj	0
org.jfree.data.Range#double#getUpperBound#?#110	(this.upper)< 0	1
org.jfree.chart.util.ShapeUtilities#boolean#equal#?,Shape,Shape#136	s1 instanceof Arc2D && s2 instanceof Arc2D	1
org.jfree.chart.block.BorderArrangement#void#add#?,Block,Object#106	!(edge == RectangleEdge.BOTTOM)	0
org.jfree.chart.axis.AxisState#void#cursorUp#?,double#130	this.cursor != units	0
org.jfree.chart.text.TextUtilities#float[]#deriveRotationAnchorOffsets#?,Graphics2D,String,TextAnchor#767	result[1] < halfAscent	0
org.jfree.chart.util.AbstractObjectList#int#size#?#149	(this.size)!= 0	0
org.jfree.chart.text.TextUtilities#int#nextLineBreak#?,String,int,float,BreakIterator,TextMeasurer#253	x == width	1
org.jfree.data.DefaultKeyedValues2D#Number#getValue#?,int,int#151	!(index >= 0)	1
org.jfree.chart.block.AbstractBlock#Range#trimToContentWidth#?,Range#448	upperBound >= lowerBound	0
org.jfree.chart.renderer.AbstractRenderer#boolean#equals#?,Object#2368	!this.seriesVisibleInLegendList.equals(that.seriesVisibleInLegendList)	1
org.jfree.chart.text.TextBlock#void#draw#?,Graphics2D,float,float,TextBlockAnchor,float,float,double#241	lineOffset >= anchorY	1
org.jfree.chart.block.AbstractBlock#Range#trimToContentHeight#?,Range#463	upperBound != lowerBound	0
org.jfree.chart.plot.Plot#void#drawBackgroundImage#?,Graphics2D,Rectangle2D#1006	this.backgroundImage != null	1
org.jfree.chart.block.FlowArrangement#Size2D#arrangeNN#?,BlockContainer,Graphics2D#379	width >= x	1
org.jfree.chart.axis.DateAxis#void#autoAdjustRange#?#1246	lower == upper	1
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator#?#StandardCategorySeriesLabelGenerator#?,String#84	format == null	1
org.jfree.chart.util.AbstractObjectList#?#AbstractObjectList#?,int,int#97	this.increment > increment	1
org.jfree.chart.LegendItem#void#setSeriesIndex#?,int#591	this.series == index	0
org.jfree.chart.util.RectangleInsets#double#trimWidth#?,double#478	(width - calculateLeftInset(width) - calculateRightInset(width))!= 0	0
org.jfree.chart.axis.DateTickUnit#?#DateTickUnit#?,int,int,int,int,DateFormat#152	this.rollCount >= rollUnit	0
org.jfree.chart.util.SerialUtilities#void#writeStroke#?,Stroke,ObjectOutputStream#230	!(stroke instanceof BasicStroke)	1
org.jfree.chart.title.TextTitle#void#drawHorizontal#?,Graphics2D,Rectangle2D#625	y <= x	0
org.jfree.chart.axis.DateTickUnit#?#DateTickUnit#?,int,int,int,int,DateFormat#149	this.unit < unit	1
org.jfree.chart.axis.NumberAxis#void#selectHorizontalAutoTickUnit#?,Graphics2D,Rectangle2D,RectangleEdge#1087	tickLabelWidth > unit2Width	1
org.jfree.chart.util.RectangleInsets#Rectangle2D#createOutsetRectangle#?,Rectangle2D,boolean,boolean#340	rightMargin < leftMargin	1
org.jfree.chart.util.ObjectUtilities#ClassLoader#getClassLoader#?,Class#260	!("ThreadContext".equals(classLoaderSource))	1
org.jfree.chart.text.TextUtilities#int#nextLineBreak#?,String,int,float,BreakIterator,TextMeasurer#273	(BreakIterator.DONE)!= 0	0
org.jfree.chart.util.RectangleInsets#double#getRight#?#147	(this.right)< 0	1
org.jfree.chart.block.AbstractBlock#double#calculateTotalHeight#?,double#492	result >= contentHeight	0
org.jfree.chart.util.RectangleInsets#boolean#equals#?,Object#177	this.bottom != that.bottom	1
org.jfree.chart.title.Title#void#setPosition#?,RectangleEdge#218	!(position == null)	0
org.jfree.chart.text.TextLine#void#draw#?,Graphics2D,float,float,TextAnchor,float,float,double#166	x <= anchorY	1
org.jfree.chart.axis.AxisLocation#Object#readResolve#?#181	this.equals(AxisLocation.BOTTOM_OR_LEFT)	0
org.jfree.chart.axis.CategoryAxis#double#getCategoryEnd#?,int,int,Rectangle2D,RectangleEdge#647	(getCategoryStart(category,categoryCount,area,edge) + calculateCategorySize(categoryCount,area,edge))> 0	0
org.jfree.chart.renderer.AbstractRenderer#boolean#equals#?,Object#2447	!(!ObjectUtilities.equal(this.negativeItemLabelPositionList,that.negativeItemLabelPositionList))	0
org.jfree.chart.util.RectangleInsets#Rectangle2D#createOutsetRectangle#?,Rectangle2D,boolean,boolean#340	rightMargin >= bottomMargin	0
org.jfree.chart.labels.ItemLabelAnchor#Object#readResolve#?#253	!(this.equals(ItemLabelAnchor.INSIDE12))	0
org.jfree.chart.JFreeChart#void#draw#?,Graphics2D,Rectangle2D,Point2D,ChartRenderingInfo#1165	isBorderVisible()	1
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#441	this.rangeType == RangeType.NEGATIVE	1
org.jfree.chart.util.SerialUtilities#Paint#readPaint#?,ObjectInputStream#115	!isNull	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer#LegendItem#getLegendItem#?,int,int#1149	!(p == null)	0
org.jfree.chart.util.RectangleInsets#Rectangle2D#createOutsetRectangle#?,Rectangle2D,boolean,boolean#340	rightMargin <= bottomMargin	0
org.jfree.chart.plot.Marker#boolean#equals#?,Object#593	!(!PaintUtilities.equal(this.paint,that.paint))	0
org.jfree.chart.text.TextUtilities#int#nextLineBreak#?,String,int,float,BreakIterator,TextMeasurer#247	newline >= start	0
org.jfree.chart.axis.DateTickUnit#?#DateTickUnit#?,int,int,int,int,DateFormat#149	this.unit <= count	0
org.jfree.chart.util.VerticalAlignment#boolean#equals#?,Object#103	!(obj instanceof VerticalAlignment)	1
org.jfree.chart.title.TextTitle#Object#draw#?,Graphics2D,Rectangle2D,Object#587	!(entity != null)	0
org.jfree.chart.axis.NumberAxis#double#valueToJava2D#?,double,Rectangle2D,RectangleEdge#532	min < value	1
org.jfree.chart.axis.DateAxis#void#autoAdjustRange#?#1238	upper > fixedAutoRange	0
org.jfree.chart.axis.ValueAxis#AxisSpace#reserveSpace#?,Graphics2D,Plot,Rectangle2D,RectangleEdge,AxisSpace#789	labelHeight > labelWidth	0
org.jfree.chart.util.RectangleInsets#?#RectangleInsets#?,UnitType,double,double,double,double#100	this.left == bottom	0
org.jfree.chart.axis.ValueAxis#AxisSpace#reserveSpace#?,Graphics2D,Plot,Rectangle2D,RectangleEdge,AxisSpace#789	labelHeight != tickLabelHeight	0
org.jfree.chart.plot.Marker#boolean#equals#?,Object#599	!PaintUtilities.equal(this.outlinePaint,that.outlinePaint)	1
org.jfree.chart.block.FlowArrangement#Size2D#arrangeNN#?,BlockContainer,Graphics2D#370	maxHeight == x	1
org.jfree.data.general.DatasetUtilities#Range#iterateCategoryRangeBounds#?,CategoryDataset,boolean#814	!(interval)	1
org.jfree.chart.axis.ValueAxis#AxisSpace#reserveSpace#?,Graphics2D,Plot,Rectangle2D,RectangleEdge,AxisSpace#778	RectangleEdge.isLeftOrRight(edge)	0
org.jfree.chart.util.RectangleInsets#double#getTop#?#120	(this.top)<= 0	1
org.jfree.chart.text.TextUtilities#float[]#deriveTextBoundsAnchorOffsets#?,Graphics2D,String,TextAnchor#672	result[1] < descent	0
org.jfree.chart.title.TextTitle#boolean#equals#?,Object#700	!(obj instanceof TextTitle)	1
org.jfree.chart.axis.NumberAxis#void#autoAdjustRange#?#423	!(plot == null)	0
org.jfree.chart.util.RectangleInsets#double#getBottom#?#129	(this.bottom)< 0	1
org.jfree.data.DefaultKeyedValues2D#void#setValue#?,Number,Comparable,Comparable#341	!(columnIndex < 0)	1
org.jfree.chart.ChartFactory#JFreeChart#createLineChart#?,String,String,String,CategoryDataset,PlotOrientation,boolean,boolean,boolean#961	tooltips	1
org.jfree.chart.plot.CategoryPlot#AxisSpace#calculateRangeAxisSpace#?,Graphics2D,Rectangle2D,AxisSpace#2470	this.fixedRangeAxisSpace != null	1
org.jfree.chart.plot.IntervalMarker#?#IntervalMarker#?,double,double,Paint,Stroke,Paint,Stroke,float#106	this.startValue < end	0
org.jfree.chart.block.RectangleConstraint#double#getWidth#?#172	(this.width)>= 0	0
org.jfree.chart.util.RectangleInsets#double#calculateTopOutset#?,double#377	(result)>= 0	0
org.jfree.chart.block.ColumnArrangement#boolean#equals#?,Object#365	this.horizontalAlignment != that.horizontalAlignment	1
org.jfree.chart.labels.ItemLabelAnchor#Object#readResolve#?#277	!(this.equals(ItemLabelAnchor.OUTSIDE8))	0
org.jfree.chart.block.FlowArrangement#Size2D#arrangeNN#?,BlockContainer,Graphics2D#376	x != maxHeight	0
org.jfree.chart.axis.NumberAxis#double#valueToJava2D#?,double,Rectangle2D,RectangleEdge#533	max <= axisMin	1
org.jfree.chart.block.AbstractBlock#double#calculateTotalWidth#?,double#477	result > contentWidth	0
org.jfree.chart.axis.DateTickUnit#long#getMillisecondCount#?,int,int#360	((60L * 60L * 1000L) * count)== 0	1
org.jfree.chart.util.RectangleInsets#?#RectangleInsets#?,UnitType,double,double,double,double#99	this.bottom < left	1
org.jfree.chart.util.RectangleInsets#double#calculateBottomOutset#?,double#407	(result)> 0	0
org.jfree.chart.renderer.AbstractRenderer#boolean#equals#?,Object#2362	!(!this.seriesVisibleList.equals(that.seriesVisibleList))	0
org.jfree.chart.block.FlowArrangement#?#FlowArrangement#?,HorizontalAlignment,VerticalAlignment,double,double#97	this.horizontalGap >= vGap	0
org.jfree.chart.title.LegendTitle#void#fetchLegendItems#?#400	legendItems != null	0
org.jfree.chart.util.SortOrder#Object#readResolve#?#106	!(this.equals(SortOrder.ASCENDING))	1
org.jfree.chart.text.TextUtilities#float[]#deriveTextBoundsAnchorOffsets#?,Graphics2D,String,TextAnchor#623	xAdj < leading	0
org.jfree.chart.renderer.AbstractRenderer#boolean#equals#?,Object#2405	!(!ObjectUtilities.equal(this.baseOutlineStroke,that.baseOutlineStroke))	0
org.jfree.data.gantt.TaskSeriesCollection#int#getRowIndex#?,Comparable#227	(result)== 0	0
org.jfree.chart.axis.NumberAxis#void#selectHorizontalAutoTickUnit#?,Graphics2D,Rectangle2D,RectangleEdge#1087	tickLabelWidth <= guess	1
